source,target,tgt_lng
Advanced Loan,Préstamo avanzado,es-ES
Air Axiom,Axioma aéreo,es-ES
Arcane Viktor-y,Viktor-ia de Arcane,es-ES
Artillery Barrage,Andanada de artillería,es-ES
Ascension,Ascensión,es-ES
Band of Thieves,Panda de ladrones,es-ES
Belt Overflow,Sobrecarga de cinturones,es-ES
Best Friends,Mejores amiguis,es-ES
Big Friend,Gran colega,es-ES
Big Grab Bag,Bolsa sorpresa grande,es-ES
Binary Airdrop,Suministro doble,es-ES
Birthday Present,Regalo de cumpleaños,es-ES
Birthday Reunion,Reunión cumpleañera,es-ES
Blood Offering,Ofrenda de sangre,es-ES
Bodyguard Training,Adiestramiento de guardaespaldas,es-ES
Boxing Lessons,Clases de boxeo,es-ES
Branching Out,Ramificación,es-ES
Bringer of Ruin,Portador de la Ruina,es-ES
Bronze For Life,Bronce de por vida,es-ES
Buried Treasures,Tesoros enterrados,es-ES
Care Package,Provisiones,es-ES
Caretaker's Ally,Alianza del protector,es-ES
Celestial Blessing,Gracia celestial,es-ES
Chaotic Evolution,Evolución caótica,es-ES
Commerce Core,Núcleo comercial,es-ES
Component Buffet,Bufé de componentes,es-ES
Construct a Companion,Crea un coleguita,es-ES
Cooking Pot,Olla al fuego,es-ES
Coronation,Coronación,es-ES
Corrosion,Corrosión,es-ES
Cosmic Calling,Vocación cósmica,es-ES
Crafted Crafting,Forja forjada,es-ES
Crash Test Dummies,A prueba de choques,es-ES
Crown's Will,Voluntad de la corona,es-ES
Cry Me A River,Una lágrima en la arena,es-ES
Darkwill's Invasion,Invasión de Darkwill,es-ES
Deadlier Blades,Hojas más letales,es-ES
Deadlier Caps,Sombreros más mortales,es-ES
Defense of the Placidium,Defensa del Placidium,es-ES
Demacia Forever,Demacia eterna,es-ES
Double Trouble,Doble peligro,es-ES
Dummify,Objetivización de práctica,es-ES
Duo Queue,Cola dúo,es-ES
Earth Axiom,Axioma terrestre,es-ES
Epic Rolldown,Cambiazo épico,es-ES
Exclusive Customization,Hecho a medida,es-ES
Exiles,Exiliados,es-ES
Expected Unexpectedness,Espera lo inesperado,es-ES
Explosive Growth,Crecimiento explosivo,es-ES
Eye For An Eye,Ojo por ojo,es-ES
Feed the Flames,Alimentad las llamas,es-ES
Find Your Center,El centro de todo,es-ES
Fire Axiom,Axioma ígneo,es-ES
Focused Fire,Fuego concentrado,es-ES
Giant and Mighty,Gigantes y fuertes,es-ES
Gilded Steel,Acero dorado,es-ES
Glass Cannon,Fuerte pero frágil,es-ES
Going Long,Largo plazo,es-ES
Gold Destiny,Destino dorado,es-ES
Golemify,Golemificar,es-ES
Good For Something,Porque yo lo valgo,es-ES
Growth Mindset,Apuesta por el crecimiento,es-ES
Hard Commit,Compromiso férreo,es-ES
Healing Orbs,Orbes curativos,es-ES
Heart of Steel,Corazón de acero,es-ES
Heavy Is the Crown,El peso de la corona,es-ES
Hedge Fund,Fondo con intereses,es-ES
Hefty Rolls,Cambios importantes,es-ES
Heroic Grab Bag,Bolsa sorpresa heroica,es-ES
Hexgate Travel,Viaje entre hexportales,es-ES
High Voltage,Alto voltaje,es-ES
Hold the Line,Posición defensiva,es-ES
Indecision,Indecisión,es-ES
Indiscriminate Killer,Daño indiscriminado,es-ES
Invested,Inversión,es-ES
Iron Assets,Recursos de hierro,es-ES
Item Grab Bag,Bolsa sorpresa de objetos,es-ES
Jeweled Lotus,Loto enjoyado,es-ES
Just Hit,Todo para mí,es-ES
Kahunahuna,Kahunahuna,es-ES
Last Second Save,En el último segundo,es-ES
Late Game Scaling,Progresión final,es-ES
Late Game Specialist,Especialista en final de partida,es-ES
Leap of Faith,Salto de fe,es-ES
Legion of Threes,Legión del tres,es-ES
Level Up!,¡Subes de nivel!,es-ES
Lifting Competition,Competición de peso,es-ES
Lineup,Alineación,es-ES
Little Buddies,Coleguitas,es-ES
Lucky Gloves,Guantes de la suerte,es-ES
Mace's Will,Voluntad de la maza,es-ES
Makeshift Armor,Armadura improvisada,es-ES
Mess Hall,Caos en el comedor,es-ES
Min-Max,Mínimo - Máximo,es-ES
Missed Connections,Conexión perdida,es-ES
Money Monsoon,Monzón de oro,es-ES
On a Roll,En racha,es-ES
"One Buff, Two Buff","Una mejora, dos mejoras...",es-ES
One Twos Three,"Uno, dos y tres",es-ES
"One, Two, Five!","Uno, dos... ¡cinco!",es-ES
Pandora's Bench,Banquillo de Pandora,es-ES
Pandora's Items,Objetos de Pandora,es-ES
Patience is a Virtue,La paciencia es una virtud,es-ES
Placebo,Placebo,es-ES
Plot Armor,Armadura de trama,es-ES
Portable Forge,Forja portátil,es-ES
Precision and Grace,Precisión y elegancia,es-ES
Preparation,Preparación,es-ES
Prismatic Destiny,Destino prismático,es-ES
Prismatic Ticket,Billete prismático,es-ES
Promised Protection,Protección prometida,es-ES
Pyromaniac,Piromanía,es-ES
Radiant Rascal,Pillín radiante,es-ES
Radiant Relics,Reliquias radiantes,es-ES
Raining Gold,Lluvia de oro,es-ES
Recombobulator,Recombobulador,es-ES
ReinFOURcement,Cuatrifuerzos,es-ES
Replication,Réplica,es-ES
Restart Mission,Reinicio de misión,es-ES
Retribution,Venganza,es-ES
Rolling For Days,Tiro porque me toca,es-ES
Savings Account,Cuenta de ahorros,es-ES
Second Wind,Fuerzas renovadas,es-ES
Seraphim's Staff,Bastón del serafín,es-ES
Shimmerscale Essence,Esencia de brilloescama,es-ES
Shopping Spree,Compras compulsivas,es-ES
Silco's Revenge,Venganza de Silco,es-ES
Silver Destiny,Destino plateado,es-ES
Silver Spoon,Burguesía,es-ES
Slightly Magic Roll,Pergamino ligeramente mágico,es-ES
Small Grab Bag,Bolsa sorpresa pequeña,es-ES
Solo Plate,Protección en solitario,es-ES
Soul Awakening,Despertar del alma,es-ES
Spear's Will,Voluntad de la lanza,es-ES
Spirit of Redemption,Espíritu de la redención,es-ES
Spreading Roots,Raíces expansivas,es-ES
Staffsmith,Forja de varas,es-ES
Stand United,Mantenerse unidos,es-ES
Stars Are Born,Lluvia de estrellas,es-ES
Starter Kit,Paquete inicial,es-ES
Sweet Treats,Caprichitos,es-ES
Sword Overflow,Sobrecarga de espadas,es-ES
Swordsmith,Forja de espadas,es-ES
Teaming Up,La unión hace la fuerza,es-ES
The Axiomata,Los axiomas,es-ES
The Golden Dragon,El Dragón dorado,es-ES
The Ruined King,El Rey Arruinado,es-ES
The Trait Tree,El árbol de los atributos,es-ES
The World Runes,Runas geogénicas,es-ES
Thorn-Plated Armor,Armadura espinosa,es-ES
"Tiny, but Deadly",Pequeños pero matones,es-ES
Tons of Stats!,¡Estadísticas a tutiplén!,es-ES
Trade Sector,Sector comercial,es-ES
Trials of Twilight,Desafíos del crepúsculo,es-ES
Trifecta,Triplete,es-ES
Twin Guardians,Guardianes gemelos,es-ES
Two Much Value,Marchando un doble,es-ES
Two Trick,Dos de dos,es-ES
U.R.F,U.R.F.,es-ES
Unsealed From Steel,Libre del acero,es-ES
Upward Mobility,Ascenso social,es-ES
Wand Overflow,Sobrecarga de varitas,es-ES
Warlord's Honor,Honor de señor de la guerra,es-ES
Water Axiom,Axioma acuático,es-ES
We Stick Together,Nos mantenemos unidos,es-ES
Wild Growth,Crecimiento salvaje,es-ES
Win Out,A por la victoria,es-ES
Wood Axiom,Axioma de madera,es-ES
Woven Magic,Magia entretejida,es-ES
90 Caliber Nets,Redes de calibre 90,es-ES
Acceleration Gate,Portal de aceleración,es-ES
Adaptive Helm,Yelmo adaptable,es-ES
Aegis of Dawn,Égida del amanecer,es-ES
Aegis of Dusk,Égida del anochecer,es-ES
Arcanist Emblem,Emblema de arcanólogo,es-ES
Archangel's Staff,Bastón del arcángel,es-ES
Armor Nullifier,Anulador de armadura,es-ES
B.F. Sword,Espadón,es-ES
Barknuckles,Guanteletes del percebe,es-ES
Bilgewater Emblem,Emblema de Aguas Estancadas,es-ES
Bilgewater Lesser Champion Duplicator,Duplicador de campeones inferior de Aguas Estancadas,es-ES
Black Market Restock,Reabastecer el mercado negro,es-ES
Blackmarket Explosives,Explosivos del mercado negro,es-ES
Blast Shield,Escudo de rayo,es-ES
Blighting Jewel,Joya de la plaga,es-ES
Bloodthirster,Sanguinaria,es-ES
Blue Buff,Mejora azul,es-ES
Bramble Vest,Chaleco de zarzas,es-ES
Brigand's Dice,Dados del forajido,es-ES
Bruiser Emblem,Emblema de luchador,es-ES
Cappa Juice,Zumito de la risa,es-ES
Captain's Brew,Bebida del capitán,es-ES
Captain's Hat,Sombrero del capitán,es-ES
Chain Vest,Chaleco de cadenas,es-ES
Chalice of Power,Cáliz de poder,es-ES
Continuum Cogs,Engranajes continuos,es-ES
Corrupt Vampiric Scepter,Cetro vampírico corrupto,es-ES
Crownguard,Regiaguardia,es-ES
Cursed Blade,Hoja maldita,es-ES
Cutthroat's Cutlass,Sable despiadado,es-ES
Dawncore,Corazón del alba,es-ES
Dead Man's Dagger,Daga del muerto,es-ES
Deathblade,Filo mortal,es-ES
Defender Emblem,Emblema de defensor,es-ES
Demacia Emblem,Emblema de Demacia,es-ES
Disruptor Emblem,Emblema de disruptor,es-ES
Dragon's Claw,Garra de dragón,es-ES
Dreadway Cannon,Cañón del pavor,es-ES
E.M.P.,Pulso electromagnético,es-ES
Echo Engine,Ecomotor,es-ES
Edge of Night,Filo de la noche,es-ES
Electrical Overload,Sobrecarga eléctrica,es-ES
Eternal Pact,Pacto eterno,es-ES
Evenshroud,Mortaja de la quietud,es-ES
First Mate's Flintlock,Pistola de pedernal del primer oficial,es-ES
First One's Free!,¡A la primera invita la casa!,es-ES
Fishbones,Espinas,es-ES
Flickerblades,Filofugaz,es-ES
Forbidden Idol,Ídolo prohibido,es-ES
Freljord Emblem,Emblema de Freljord,es-ES
Frying Pan,Sartén,es-ES
Gargoyle Stoneplate,Protector pétreo de gárgola,es-ES
Giant Slayer,Verdugo de gigantes,es-ES
Giant's Belt,Cinturón de gigante,es-ES
Gigantification Ray,Rayo de gigantificación,es-ES
Guinsoo's Rageblade,Hoja de furia de Guinsoo,es-ES
Gunslinger Emblem,Emblema de pistolero,es-ES
Hand Of Justice,Mano de la justicia,es-ES
Haunted Spyglass,Catalejo encantado,es-ES
Hellfire Hatchet,Hacha infernal,es-ES
Hextech Gunblade,Sable-pistola hextech,es-ES
Horizon Focus,Precisión infalible,es-ES
Infinity Edge,Filo infinito,es-ES
Innervating Locket,Medallón estimulante,es-ES
Invoker Emblem,Emblema de conjurador,es-ES
Ionia Emblem,Emblema de Jonia,es-ES
Ionic Spark,Chispa iónica,es-ES
Ixtal Emblem,Emblema de Ixtal,es-ES
Jeweled Gauntlet,Guantelete enjoyado,es-ES
Juggernaut Emblem,Emblema de coloso,es-ES
Kinetic Barrier,Barrera cinética,es-ES
Knight's Vow,Promesa de caballero,es-ES
Kraken's Fury,Furia del kraken,es-ES
Last Whisper,Últimas palabras,es-ES
Lesser Mirrored Persona,Un mismo ser inferior,es-ES
Lich Bane,Perdición del liche,es-ES
Lightshield Crest,Blasón de Escudo de luz,es-ES
Locket of the Iron Solari,Medallón de los Solari,es-ES
Longshot Emblem,Emblema de tiro largo,es-ES
Lucky Doubloon,Doblón de la suerte,es-ES
Luden's Tempest,Tempestad de Luden,es-ES
Magnetron Coil,Bobina de magnetrón,es-ES
Mending Echoes,Ecos curativos,es-ES
Micro-Rockets,Microcohetes,es-ES
Mining Drill,Taladro de excavación,es-ES
Mirrored Persona,Un mismo ser,es-ES
Mittens,Mitones,es-ES
Momentum Drive,Impulsor de movimiento,es-ES
Morellonomicon,Morellonomicón,es-ES
Nashor's Tooth,Diente de Nashor,es-ES
Needlessly Large Rod,Vara innecesariamente grande,es-ES
Negatron Cloak,Capa negatrón,es-ES
Noxus Emblem,Emblema de Noxus,es-ES
Overclocked Capacitors,Condensadores a máxima potencia,es-ES
Pile O' Citrus,Montón de cítricos,es-ES
Piltover Emblem,Emblema de Piltover,es-ES
Protector's Vow,Promesa del protector,es-ES
Prowler's Claw,Garra de merodeador,es-ES
Quicksilver,Fajín de mercurio,es-ES
Quickstriker Emblem,Emblema de impactoveloz,es-ES
Rabadon's Deathcap,Sombrero mortal de Rabadon,es-ES
Rapid Firecannon,Cañón de fuego rápido,es-ES
Realm Warp,Distorsión de reinos,es-ES
Recurve Bow,Arco curvo,es-ES
Red Buff,Mejora roja,es-ES
Seeker's Armguard,Brazalete de la buscadora,es-ES
Shadow Puppet,Marioneta en las sombras,es-ES
Shroud of Stillness,Velo de sosiego,es-ES
Silvermere Dawn,Amanecer de Meraplata,es-ES
Slayer Emblem,Emblema de verdugo,es-ES
Sparring Gloves,Guantes de combate,es-ES
Spatula,Espátula,es-ES
Spear of Shojin,Lanza de Shojin,es-ES
Spectral Cutlass,Sable espectral,es-ES
Spirit Visage,Rostro espiritual,es-ES
Statikk Shiv,Puñal de Statikk,es-ES
Steadfast Heart,Corazón resuelto,es-ES
Sterak's Gage,Calibrador de Sterak,es-ES
Striker's Flail,Mangual del guerrero,es-ES
Sunfire Cape,Capa de fuego solar,es-ES
Superior Lifeform,Forma de vida superior,es-ES
Suspicious Trench Coat,Gabardina sospechosa,es-ES
Syren's Broadside,Andanada de las sirenas,es-ES
Tactician's Cape,Capa de estratega,es-ES
Tactician's Crown,Corona de estratega,es-ES
Tactician's Shield,Escudo de estratega,es-ES
Talisman Of Ascension,Emblema de la ascensión,es-ES
Tear of the Goddess,Lágrima de la diosa,es-ES
The Indomitable,Indomable,es-ES
Thief's Gloves,Guantes de ladrón,es-ES
Titan's Resolve,Resolución titánica,es-ES
Titanic Hydra,Hidra titánica,es-ES
Tome of Traits,Tomo de atributos,es-ES
Treasure Typhoon,Tifón de tesoros,es-ES
Tuned Oscillator,Oscilador afinado,es-ES
Unending Despair,Desesperanza eterna,es-ES
Unstable Core,Núcleo inestable,es-ES
Upgrade!,¡Mejora!,es-ES
Vanquisher Emblem,Emblema de conquistador,es-ES
Virtue of the Martyr,Virtud del mártir,es-ES
Void Emblem,Emblema del Vacío,es-ES
Void Gauntlet,Guantelete del Vacío,es-ES
Void Staff,Bastón del Vacío,es-ES
Voltage Conduit,Conducto con voltaje,es-ES
Warden Emblem,Emblema de guardián,es-ES
Warmog's Armor,Armadura de Warmog,es-ES
Wit's End,Final del ingenio,es-ES
Withered Relic,Reliquia marchita,es-ES
Yordle Emblem,Emblema de yordle,es-ES
Zaun Emblem,Emblema de Zaun,es-ES
Zeke's Herald,Heraldo de Zeke,es-ES
Zephyr,Céfiro,es-ES
Zz'Rot Portal,Portal Zz'Rot,es-ES
