source,target,tgt_lng
Titanic Hydra,Idra titanica,it
Tome of Traits,Tomo dei tratti,it
Treasure Typhoon,Tifone di tesori,it
Tuned Oscillator,Oscillatore impeccabile,it
Unending Despair,Disperazione eterna,it
Unstable Core,Nucleo instabile,it
Upgrade!,Potenziamento!,it
Vanquisher Emblem,Emblema dell'Annientatore,it
Virtue of the Martyr,Virtù del martire,it
Void Emblem,Emblema del Vuoto,it
Void Gauntlet,Guanto del Vuoto,it
Void Staff,Bastone del Vuoto,it
Voltage Conduit,Condotto voltaico,it
Warden Emblem,Emblema del Guardiano,it
Warmog's Armor,Armatura di Warmog,it
Wit's End,Speranza perduta,it
Withered Relic,Reliquia appassita,it
Yordle Emblem,Emblema dello Yordle,it
Zaun Emblem,Emblema di Zaun,it
Zeke's Herald,Araldo di Zeke,it
Zephyr,Zefiro,it
Zz'Rot Portal,Portale Zz'Rot,it
