source,target,tgt_lng
Dark Child,H. de la Oscuridad,es-MX
Darkin,Darkin,es-MX
Darkwill's Invasion,Invasión de Darkwill,es-MX
Dawncore,Esfera del Amanecer,es-MX
Dead Man's Dagger,Daga del Hombre Muerto,es-MX
Deadlier Blades,Espadas Más Letales,es-MX
Deadlier Caps,Sombreros Más Letales,es-MX
Deathblade,Filo de la Muerte,es-MX
Defender,Defensor,es-MX
Defender Emblem,Emblema de Defensor,es-MX
Defense of the Placidium,Defensa del Placidium,es-MX
Demacia,Demacia,es-MX
Demacia Emblem,Emblema de Demacia,es-MX
Demacia Forever,Demacia por Siempre,es-MX
Diana,Diana,es-MX
Disruptor,Disruptor,es-MX
Disruptor Emblem,Emblema de Disruptor,es-MX
Double Trouble,Problema Doble,es-MX
Dr. Mundo,Dr. Mundo,es-MX
Dragon's Claw,Garra de Dragón,es-MX
Dragonborn,La Hija del Dragón,es-MX
Dragonguards,Guardia Dracónica,es-MX
Draven,Draven,es-MX
Dreadway Cannon,Cañón del Heraldo de la Muerte,es-MX
Dummify,¿Hacemos un Muñeco?,es-MX
Duo Queue,Cola Dúo,es-MX
D个痛快！,Actualiza sin parar,es-MX
E.M.P.,P.E.M.,es-MX
Earth Axiom,Axioma de Tierra,es-MX
Echo Engine,Ecomotor,es-MX
Edge of Night,Filo de la Noche,es-MX
Ekko,Ekko,es-MX
Elder Dragon,Dragón Ancestral,es-MX
Electrical Overload,Descarga Eléctrica,es-MX
Emperor,Imperial,es-MX
Epic Rolldown,Rerroleo Épico,es-MX
Eternal,Eterno,es-MX
Eternal Pact,Pacto Eterno,es-MX
Evenshroud,Manto del Ocaso,es-MX
Exclusive Customization,Personalización exclusiva,es-MX
Exiles,Exiliados,es-MX
Expected Unexpectedness,Espera lo Inesperado,es-MX
Explosive Growth,Crecimiento Explosivo,es-MX
Eye For An Eye,Ojo por Ojo,es-MX
Feed the Flames,Alimenta las Llamas,es-MX
Fiddlesticks,Fiddlesticks,es-MX
Find Your Center,Halla tu Centro,es-MX
Fire Axiom,Axioma del Fuego,es-MX
First Mate's Flintlock,Fusil de Chispa del Primer Oficial,es-MX
First One's Free!,¡La primera es gratis!,es-MX
Fishbones,Carapescado,es-MX
Fizz,Fizz,es-MX
Flickerblades,Cuchillas Raudas,es-MX
Focused Fire,Fuego Concentrado,es-MX
Forbidden Idol,Ídolo Prohibido,es-MX
Freljord,El Fréljord,es-MX
Freljord Emblem,Emblema del Fréljord,es-MX
Frying Pan,Sartén,es-MX
Galio,Galio,es-MX
Gangplank,Gangplank,es-MX
Garen,Garen,es-MX
Gargoyle Stoneplate,Armadura Pétrea,es-MX
Giant Slayer,Verdugo de Gigantes,es-MX
Giant and Mighty,Fuerte y Enorme,es-MX
Giant's Belt,Cinturón de Gigante,es-MX
Gigantification Ray,Rayo de Gigantificación,es-MX
Gilded Steel,Acero Dorado,es-MX
Glass Cannon,Cañón de Cristal,es-MX
Glutton,Glotón,es-MX
Going Long,Acumular,es-MX
Gold Destiny,Destino de Oro,es-MX
Golem,Gólem,es-MX
Golemify,Golemificación,es-MX
Good For Something,Bueno para Algo,es-MX
Graves,Graves,es-MX
Growth Mindset,Plan de Crecimiento,es-MX
Guinsoo's Rageblade,Espadafuria de Guinsoo,es-MX
Gunslinger,Pistolero,es-MX
Gunslinger Emblem,Emblema de Pistolero,es-MX
Gwen,Gwen,es-MX
Hand Of Justice,Mano de la Justicia,es-MX
Hard Commit,Gran Compromiso,es-MX
Harvester,Cosechador,es-MX
Haunted Spyglass,Catalejo Embrujado,es-MX
Healing Orbs,Orbes de curación,es-MX
Heart of Steel,Corazón de Acero,es-MX
Heavy Is the Crown,Pesada es la Corona,es-MX
Hedge Fund,Fondo de inversión,es-MX
Hefty Rolls,Grandes Intentos,es-MX
Hellfire Hatchet,Hacha de Fuego Infernal,es-MX
Heroic,Heroico,es-MX
Heroic Grab Bag,Bolsa de Sorpresas Heroica,es-MX
HexMech,Mecha Hex,es-MX
Hexgate Travel,Viaje por el Portal Hex,es-MX
Hextech Gunblade,Sablepistola Hextech,es-MX
High Voltage,Alto Voltaje,es-MX
Hold the Line,Mantén la Posición,es-MX
Horizon Focus,Enfoque al Horizonte,es-MX
Huntress,Cazadora,es-MX
Illaoi,Illaoi,es-MX
Immortal,Inmortal,es-MX
Indecision,Indecisión,es-MX
Indiscriminate Killer,Verdugo Indiscriminado,es-MX
Infinity Edge,Filo del Infinito,es-MX
Innervating Locket,Relicario Enervante,es-MX
Invested,Inversión,es-MX
Invoker,Conjurador,es-MX
Invoker Emblem,Emblema de Conjurador,es-MX
Ionia,Jonia,es-MX
Ionia Emblem,Emblema de Jonia,es-MX
Ionic Spark,Chispa Iónica,es-MX
Iron Assets,Recursos de Hierro,es-MX
Item Grab Bag,Bolsa de Objetos,es-MX
Ixtal,Ixtal,es-MX
Ixtal Emblem,Emblema de Ixtal,es-MX
Jarvan IV,Jarvan IV,es-MX
Jeweled Gauntlet,Guantelete Deslumbrante,es-MX
Jeweled Lotus,Loto Adornado,es-MX
Jhin,Jhin,es-MX
Jinx,Jinx,es-MX
Juggernaut,Coloso,es-MX
Juggernaut Emblem,Emblema de Coloso,es-MX
Just Hit,Tú Pégales,es-MX
Kahunahuna,Kahunahuna,es-MX
Kai'Sa,Kai'Sa,es-MX
Kalista,Kalista,es-MX
Kennen,Kennen,es-MX
Kindred,Kindred,es-MX
Kinetic Barrier,Barrera Cinética,es-MX
Knight's Vow,Promesa del Caballero,es-MX
Kobuko & Yuumi,Kobuko y Yuumi,es-MX
Kog'Maw,Kog'Maw,es-MX
Kraken's Fury,Furia del Kraken,es-MX
L-90 カリバーネット,Redes Calibre 90,es-MX
Last Second Save,Salvada de último momento,es-MX
Last Whisper,Último Suspiro,es-MX
Late Game Scaling,Progresión en el juego tardío,es-MX
Late Game Specialist,Especialista en el juego tardío,es-MX
LeBlanc,LeBlanc,es-MX
Leap of Faith,Salto de Fe,es-MX
Legion of Threes,Legión de Tres,es-MX
Leona,Leona,es-MX
Lesser Mirrored Persona,Persona en Espejo menor,es-MX
Level Up!,¡Sube de nivel!,es-MX
Lich Bane,Maldición del Liche,es-MX
Lifting Competition,Competencia de Pesas,es-MX
Lightshield Crest,Cresta de Escudo de Luz,es-MX
Lineup,Alineación,es-MX
Lissandra,Lissandra,es-MX
Little Buddies,Amiguitos,es-MX
Locket of the Iron Solari,Relicario de los Solari de Hierro,es-MX
Longshot,Tirolargo,es-MX
Longshot Emblem,Emblema de Tirolargo,es-MX
Loris,Loris,es-MX
Lucian & Senna,Lucian y Senna,es-MX
Lucky Doubloon,Doblón de la Suerte,es-MX
Lucky Gloves,Guantes de la Suerte,es-MX
Luden's Tempest,Tempestad de Luden,es-MX
Lulu,Lulu,es-MX
Lux,Lux,es-MX
Mace's Will,Voluntad del Mazo,es-MX
Magnetron Coil,Bobina de Magnetrón,es-MX
Makeshift Armor,Armadura Improvisada,es-MX
Malzahar,Malzahar,es-MX
Mel,Mel,es-MX
Mending Echoes,Ecos Reparadores,es-MX
Mess Hall,Comedor,es-MX
Micro-Rockets,Microcohetes,es-MX
Milio,Milio,es-MX
Min-Max,Mínimo/Máximo,es-MX
Mining Drill,Taladro de Excavación,es-MX
Mirrored Persona,Persona en Espejo,es-MX
Miss Fortune,Miss Fortune,es-MX
Missed Connections,Conexiones fallidas,es-MX
Mittens,Mitones,es-MX
Momentum Drive,Motor de Impulso,es-MX
Money Monsoon,Monzón Millonario,es-MX
Morellonomicon,Morellonomicón,es-MX
Nashor's Tooth,Diente de Nashor,es-MX
Nasus,Nasus,es-MX
Nautilus,Nautilus,es-MX
Needlessly Large Rod,Vara Innecesariamente Grande,es-MX
Neeko,Neeko,es-MX
Negatron Cloak,Capa de Negatrones,es-MX
Nidalee,Nidalee,es-MX
Noxus,Noxus,es-MX
Noxus Emblem,Emblema de Noxus,es-MX
On a Roll,En racha,es-MX
"One Buff, Two Buff","Una Mejora, Dos Mejoras",es-MX
One Twos Three,Uno Doooos Tres,es-MX
"One, Two, Five!","Uno, dos, ¡cinco!",es-MX
Orianna,Orianna,es-MX
Ornn,Ornn,es-MX
Overclocked Capacitors,Condensadores Sobrecargados,es-MX
Pandora's Bench,Banca de Pandora,es-MX
Pandora's Items,Objetos de Pandora,es-MX
Patience is a Virtue,La Paciencia es una Virtud,es-MX
Pile O' Citrus,Pila de Cítricos,es-MX
Piltover,Piltóver,es-MX
Piltover Emblem,Emblema de Piltóver,es-MX
Piltover Invention,Invento de Piltóver,es-MX
Placebo,Placebo,es-MX
Plot Armor,La trama lo protege,es-MX
Poison Pals,Los Tóxicos,es-MX
Poppy,Poppy,es-MX
Portable Forge,Forja Portátil,es-MX
Precision and Grace,Precisión y Elegancia,es-MX
Preparation,Preparación,es-MX
Prismatic Destiny,Destino Prismático,es-MX
Prismatic Ticket,Boleto Prismático,es-MX
Promised Protection,Protección Prometida,es-MX
Protector's Vow,Juramento del Protector,es-MX
Prowler's Claw,Garra del Merodeador,es-MX
Pyromaniac,Piromanía,es-MX
Qiyana,Qiyana,es-MX
Quicksilver,Capa Mercurial,es-MX
Quickstriker,Ataque Relámpago,es-MX
Quickstriker Emblem,Emblema de Ataque Relámpago,es-MX
Rabadon's Deathcap,Sombrero Mortífero de Rabadon,es-MX
Radiant Rascal,Rufián Radiante,es-MX
Radiant Relics,Reliquias Radiantes,es-MX
Raining Gold,Lluvia de oro,es-MX
Rapid Firecannon,Cañón de Fuego Rápido,es-MX
Realm Warp,Distorsión del Entorno,es-MX
Recombobulator,Megamorfosis,es-MX
Recurve Bow,Arco Recurvado,es-MX
Red Buff,Mejora Roja,es-MX
ReinFOURcement,Cuatro Refuerzos,es-MX
Rek'Sai,Rek'Sai,es-MX
Renekton,Renekton,es-MX
Replication,Réplica,es-MX
Restart Mission,Reiniciar Misión,es-MX
Retribution,Retribución,es-MX
Rift Herald,Her. de la Grieta,es-MX
Rift Scuttler,Cangrejo Escurridizo,es-MX
Riftscourge,Plaga de la Grieta,es-MX
Rolling For Days,Actualiza sin parar,es-MX
Rumble,Rumble,es-MX
Rune Mage,Mago Rúnico,es-MX
Ryze,Ryze,es-MX
Savings Account,Cuenta de Ahorros,es-MX
Second Wind,Segundo Aire,es-MX
Seeker's Armguard,Guardabrazo del Buscador,es-MX
Sejuani,Sejuani,es-MX
Sentinels of Light,Centinelas de la Luz,es-MX
Seraphim's Staff,Báculo del Serafín,es-MX
Seraphine,Seraphine,es-MX
Sett,Sett,es-MX
Shadow Isles,Islas de la Sombra,es-MX
Shadow Puppet,Marioneta Sombría,es-MX
Shen,Shen,es-MX
Shimmerscale Essence,Esencia de Brilloescama,es-MX
Shopping Spree,Compras compulsivas,es-MX
Shroud of Stillness,Manto de Quietud,es-MX
Shurima,Shurima,es-MX
Shyvana,Shyvana,es-MX
Silco's Revenge,Venganza de Silco,es-MX
Silver Destiny,Destino de Plata,es-MX
Silver Spoon,Cuchara de plata,es-MX
Silvermere Dawn,Amanecer Plateado,es-MX
Singed,Singed,es-MX
Sion,Sion,es-MX
Skarner,Skarner,es-MX
Slayer,Fulminador,es-MX
Slayer Emblem,Emblema de Fulminador,es-MX
Slightly Magic Roll,Tirada Ligeramente Mágica,es-MX
Small Grab Bag,Bolsa de Sorpresas Pequeña,es-MX
Solo Plate,Solo Pétreo,es-MX
Sona,Sona,es-MX
Soul Awakening,Despertar del Alma,es-MX
Soulbound,Vínculo,es-MX
Sparring Gloves,Guantes de Combate,es-MX
Spatula,Espátula,es-MX
Spear of Shojin,Lanza de Shojin,es-MX
Spear's Will,Voluntad de la Lanza,es-MX
Spectral Cutlass,Sable Espectral,es-MX
Spirit Visage,Apariencia Espiritual,es-MX
Spirit of Redemption,Espíritu de Redención,es-MX
Spreading Roots,Raíces Propagadoras,es-MX
Staffsmith,Fabricante de Varas,es-MX
Stand United,Unidos,es-MX
Star Forger,Forjador de Estrellas,es-MX
Stars Are Born,Estrellas Nacientes,es-MX
Starter Kit,Paquete de iniciación,es-MX
Statikk Shiv,Daga de Statikk,es-MX
Steadfast Heart,Espíritu Firme,es-MX
Sterak's Gage,Guantelete de Sterak,es-MX
Striker's Flail,Mangual del Guerrero,es-MX
Sunfire Cape,Capa de Fuego Solar,es-MX
Superior Lifeform,Forma de Vida Superior,es-MX
Suspicious Trench Coat,Gabardina Sospechosa,es-MX
Swain,Swain,es-MX
Sweet Treats,Dulces Golosinas,es-MX
Sword Overflow,Espada Desmedida,es-MX
Swordsmith,Fabricante de Espadas,es-MX
Sylas,Sylas,es-MX
Syren's Broadside,Andanada de La Sirena,es-MX
T-Hex,T-Hex,es-MX
Tactician's Cape,Capa de Estratega,es-MX
Tactician's Crown,Corona de Estratega,es-MX
Tactician's Shield,Escudo del Estratega,es-MX
Tahm Kench,Tahm Kench,es-MX
Talisman Of Ascension,Talismán de Ascensión,es-MX
Targon,Targón,es-MX
Taric,Taric,es-MX
Teaming Up,Forma equipo,es-MX
Tear of the Goddess,Lágrima de la Diosa,es-MX
Teemo,Teemo,es-MX
The Axiomata,Los Axiomata,es-MX
The Boss,El Jefe,es-MX
The Golden Dragon,El Dragón Dorado,es-MX
The Indomitable,El Indomable,es-MX
The Ruined King,El Rey Arruinado,es-MX
The Trait Tree,El Árbol de Rasgos,es-MX
The World Runes,Las Runas Geogénicas,es-MX
Thief's Gloves,Guantes de Ladrón,es-MX
Thorn-Plated Armor,Armadura Espinosa,es-MX
Thresh,Thresh,es-MX
Timewinders,Rebobinadores del Tiempo,es-MX
"Tiny, but Deadly",Pequeño pero mortífero,es-MX
Titan's Resolve,Valor del Titán,es-MX
Titanic Hydra,Hidra Titánica,es-MX
Tome of Traits,Tomo de Rasgos,es-MX
Tons of Stats!,¡Milestadísticas!,es-MX
Trade Sector,Sector de Intercambio,es-MX
Training Dummy,Muñeco de Entrenamiento,es-MX
Treasure Typhoon,Tifón del Tesoro,es-MX
Trials of Twilight,Desafíos del Crepúsculo,es-MX
Trifecta,Trifecta,es-MX
Tristana,Tristana,es-MX
Tryndamere,Tryndamere,es-MX
Tuned Oscillator,Resonador Afinado,es-MX
Twin Guardians,Guardianes Gemelos,es-MX
Twisted Fate,Twisted Fate,es-MX
Two Much Value,Demasiado Valor,es-MX
Two Trick,Doblete,es-MX
U.R.F,U.R.F.,es-MX
Unending Despair,Desesperación Eterna,es-MX
Unsealed From Steel,Libre del Acero,es-MX
Unstable Core,Núcleo Inestable,es-MX
Upgrade!,¡Mejora!,es-MX
Upward Mobility,Trepador Social,es-MX
Vanquisher,Vencedor,es-MX
Vanquisher Emblem,Emblema de Vencedor,es-MX
Vayne,Vayne,es-MX
Veigar,Veigar,es-MX
Vi,Vi,es-MX
Viego,Viego,es-MX
Virtue of the Martyr,Virtud del Mártir,es-MX
Void,Vacío,es-MX
Void Emblem,Emblema del Vacío,es-MX
Void Gauntlet,Guantelete del Vacío,es-MX
Void Staff,Báculo del Vacío,es-MX
Volibear,Volibear,es-MX
Voltage Conduit,Conducto Voltaico,es-MX
Wand Overflow,Sobrecarga de Varas,es-MX
Warden,Protector,es-MX
Warden Emblem,Emblema de Protector,es-MX
Warlord's Honor,Honor del Caudillo,es-MX
Warmog's Armor,Armadura de Warmog,es-MX
Warwick,Warwick,es-MX
Water Axiom,Axioma del Agua,es-MX
We Stick Together,No nos Separamos,es-MX
Wild Growth,Enormamiento,es-MX
Win Out,A Remontar,es-MX
Wit's End,Al Filo de la Cordura,es-MX
Withered Relic,Reliquia Marchita,es-MX
Wood Axiom,Axioma de Madera,es-MX
World Ender,Dest. de Mundos,es-MX
Woven Magic,Magia Tejida,es-MX
Wukong,Wukong,es-MX
Xerath,Xerath,es-MX
Xin Zhao,Xin Zhao,es-MX
Yasuo,Yasuo,es-MX
Yone,Yone,es-MX
Yordle,Yordle,es-MX
Yordle Emblem,Emblema de Yordle,es-MX
Yorick,Yorick,es-MX
Yunara,Yunara,es-MX
Zaahen,Zaahen,es-MX
Zaun,Zaun,es-MX
Zaun Emblem,Emblema de Zaun,es-MX
Zeke's Herald,Heraldo de Zeke,es-MX
Zephyr,Céfiro,es-MX
Ziggs,Ziggs,es-MX
Zilean,Zilean,es-MX
Zoe,Zoe,es-MX
Zz'Rot Portal,Portal Zz'Rot,es-MX
“塞壬号”的舷炮,Andanada de La Sirena,es-MX
いつでも一緒,No nos Separamos,es-MX
おおきくなぁれ！,Enormamiento,es-MX
お得な2,Demasiado Valor,es-MX
ここがセンター,Halla tu Centro,es-MX
たっぷりリロール,Grandes Intentos,es-MX
ちょっとだけ魔法のダイス,Tirada Ligeramente Mágica,es-MX
へら,Espátula,es-MX
もっと怖いキャップ,Sombreros Más Letales,es-MX
アイオニア,Jonia,es-MX
アイオニアの紋章,Emblema de Jonia,es-MX
アイオニック スパーク,Chispa Iónica,es-MX
アイテム福袋,Bolsa de Objetos,es-MX
アクシオマタ,Los Axiomata,es-MX
アクセルゲート,Portal de Aceleración,es-MX
アシミレーター,Asimilador,es-MX
アジール,Azir,es-MX
アセンション,Ascenso,es-MX
アダプティブ ヘルム,Yelmo Adaptable,es-MX
アッシュ,Ashe,es-MX
アップグレード！,¡Mejora!,es-MX
アニビア,Anivia,es-MX
アニー,Annie,es-MX
アフェリオス,Aphelios,es-MX
アルカニスト,Arcanista,es-MX
アルカニストの紋章,Emblema de Arcanista,es-MX
アンベッサ,Ambessa,es-MX
アークエンジェル スタッフ,Báculo del Arcángel,es-MX
アーマー ナリファイア,Aniquilador de Armadura,es-MX
アーリ,Ahri,es-MX
イシュタル,Ixtal,es-MX
イシュタルの紋章,Emblema de Ixtal,es-MX
イモータル,Inmortal,es-MX
イラオイ,Illaoi,es-MX
インフィニティ エッジ,Filo del Infinito,es-MX
インヴォーカー,Conjurador,es-MX
インヴォーカーの紋章,Emblema de Conjurador,es-MX
イーブンシュラウド,Manto del Ocaso,es-MX
ウィッツ エンド,Al Filo de la Cordura,es-MX
ウォーロードの名誉,Honor del Caudillo,es-MX
ウーコン,Wukong,es-MX
エイトロックス,Aatrox,es-MX
エグザイル,Exiliados,es-MX
エコー,Ekko,es-MX
エコーエンジン,Ecomotor,es-MX
エターナル,Eterno,es-MX
エピックなロールダウン,Rerroleo Épico,es-MX
エルダードラゴン,Dragón Ancestral,es-MX
エレクトリカル オーバーロード,Descarga Eléctrica,es-MX
エンペラー,Imperial,es-MX
オリアナ,Orianna,es-MX
オレリオン・ソル,Aurelion Sol,es-MX
オーバークロック コンデンサー,Condensadores Sobrecargados,es-MX
オーン,Ornn,es-MX
カイ＝サ,Kai'Sa,es-MX
カナとカネ,Recursos de Hierro,es-MX
カフナフナ,Kahunahuna,es-MX
カリスタ,Kalista,es-MX
ガリオ,Galio,es-MX
ガレン,Garen,es-MX
ガングプランク,Gangplank,es-MX
ガンスリンガー,Pistolero,es-MX
ガンスリンガーの紋章,Emblema de Pistolero,es-MX
ガーゴイル ストーンプレート,Armadura Pétrea,es-MX
キネティックバリア,Barrera Cinética,es-MX
キャプテンの帽子,Sombrero del Capitán,es-MX
キャプテンの醸造酒,Brebaje del Capitán,es-MX
キヤナ,Qiyana,es-MX
キンドレッド,Kindred,es-MX
ギリギリの救出,Salvada de último momento,es-MX
クイックシルバー,Capa Mercurial,es-MX
クラウンの決意,Voluntad de la Corona,es-MX
クラウンガード,Guardia de la Corona,es-MX
クラーケンの怒り,Furia del Kraken,es-MX
クロノキーパー,Guard. del Tiempo,es-MX
グインソー レイジブレード,Espadafuria de Guinsoo,es-MX
グウェン,Gwen,es-MX
グラスキャノン,Cañón de Cristal,es-MX
グラットン,Glotón,es-MX
グレイブス,Graves,es-MX
ケアテイカー,Cuidador,es-MX
ケイトリン,Caitlyn,es-MX
ケネン,Kennen,es-MX
ケンカの作法,Escudo Explosivo,es-MX
コグ＝マウ,Kog'Maw,es-MX
コブコ&ユーミ,Kobuko y Yuumi,es-MX
コマース コア,Núcleo Comercial,es-MX
コンパニオン作成,Construye tu Compi,es-MX
ゴールドの運命,Destino de Oro,es-MX
ゴールドの雨,Lluvia de oro,es-MX
ゴーレム,Gólem,es-MX
ゴーレム化,Golemificación,es-MX
サイオン,Sion,es-MX
サイラス,Sylas,es-MX
サンファイア ケープ,Capa de Fuego Solar,es-MX
ザ・ボス,El Jefe,es-MX
ザーヘン,Zaahen,es-MX
シェン,Shen,es-MX
シマースケールのエッセンス,Esencia de Brilloescama,es-MX
シャドウアイル,Islas de la Sombra,es-MX
シュリーマ,Shurima,es-MX
ショウジンの矛,Lanza de Shojin,es-MX
シルコの復讐,Venganza de Silco,es-MX
シルバーの運命,Destino de Plata,es-MX
シルバーミアの夜明け,Amanecer Plateado,es-MX
シンジド,Singed,es-MX
シン・ジャオ,Xin Zhao,es-MX
シヴァーナ,Shyvana,es-MX
シーカー アームガード,Guardabrazo del Buscador,es-MX
ジグス,Ziggs,es-MX
ジャイアント スレイヤー,Verdugo de Gigantes,es-MX
ジャイアント ベルト,Cinturón de Gigante,es-MX
ジャイアント&マイティ,Fuerte y Enorme,es-MX
ジャガーノート,Coloso,es-MX
ジャガーノートの紋章,Emblema de Coloso,es-MX
ジャストヒット,Tú Pégales,es-MX
ジャーヴァンⅣ,Jarvan IV,es-MX
ジュエル ガントレット,Guantelete Deslumbrante,es-MX
ジュエル ロータス,Loto Adornado,es-MX
ジリアン,Zilean,es-MX
ジン,Jhin,es-MX
ジンクス,Jinx,es-MX
ジークの使者,Heraldo de Zeke,es-MX
ジ＝ロット ポータル,Portal Zz'Rot,es-MX
スウェイン,Swain,es-MX
スカーナー,Skarner,es-MX
スタティック シヴ,Daga de Statikk,es-MX
スターターキット,Paquete de iniciación,es-MX
スターフォージャー,Forjador de Estrellas,es-MX
スター誕生,Estrellas Nacientes,es-MX
ステラックの篭手,Guantelete de Sterak,es-MX
ステータスマシマシ,¡Milestadísticas!,es-MX
ストライカー フレイル,Mangual del Guerrero,es-MX
スパーリング グローブ,Guantes de Combate,es-MX
スピリット ビサージュ,Apariencia Espiritual,es-MX
スペクトラル カトラス,Sable Espectral,es-MX
スレイヤー,Fulminador,es-MX
スレイヤーの紋章,Emblema de Fulminador,es-MX
スレッシュ,Thresh,es-MX
セイレーン号の片舷砲,Andanada de La Sirena,es-MX
セジュアニ,Sejuani,es-MX
セト,Sett,es-MX
セラフィムの杖,Báculo del Serafín,es-MX
セラフィーン,Seraphine,es-MX
ゼファー,Céfiro,es-MX
ゼラス,Xerath,es-MX
ソウルの目覚め,Despertar del Alma,es-MX
ソウルバウンド,Vínculo,es-MX
ソナ,Sona,es-MX
ソラリのロケット,Relicario de los Solari de Hierro,es-MX
ソード オーバーフロー,Espada Desmedida,es-MX
ソーンプレートアーマー,Armadura Espinosa,es-MX
ゾウン,Zaun,es-MX
ゾウンの紋章,Emblema de Zaun,es-MX
ゾーイ,Zoe,es-MX
タイタン ハイドラ,Hidra Titánica,es-MX
タイムワインダー,Rebobinadores del Tiempo,es-MX
タクティシャンのケープ,Capa de Estratega,es-MX
タクティシャンの王冠,Corona de Estratega,es-MX
タクティシャンの盾,Escudo del Estratega,es-MX
