source,target,tgt_lng
Alba di Silvermere,Dämmerung von Silbersee,de
Alcance as Estrelas,Nach dem Himmel greifen,de
Alege caracteristica,Attribut wählen,de
Alevleri Körükle,Schüre das Feuer,de
Alfanje Espectral,Spektrales Entermesser,de
Aliado do Protetor,Verbündeter des Beschützers,de
Alianza del Guardián,Verbündeter des Beschützers,de
Alianza del protector,Verbündeter des Beschützers,de
Aliatul îngrijitorului,Verbündeter des Beschützers,de
Alimenta las Llamas,Schüre das Feuer,de
Alimentad las llamas,Schüre das Feuer,de
Alimentare le fiamme,Schüre das Feuer,de
Alimente as Chamas,Schüre das Feuer,de
Alineación,Aufstellung,de
Aliniere,Aufstellung,de
Alkatrészes zsák,Gegenstand-Wundertüte,de
Alleato del custode,Verbündeter des Beschützers,de
Allumer le feu,Schüre das Feuer,de
Alma da Festa,Partytiger,de
Alta Voltagem,Hochspannung,de
Alta tensione,Hochspannung,de
Alto Voltaje,Hochspannung,de
Alto voltaje,Hochspannung,de
Altın Ejder,Der goldene Drache,de
Altın Riski,Goldenes Glücksspiel,de
Altın Yumurta,Das goldene Ei,de
Alvorada de Pratânia,Dämmerung von Silbersee,de
Aléatoire jacta est,Selbstständig machen,de
Aléatoirement vôtre,Duo-Warteschlange,de
Alışveriş Çılgınlığı,Einkaufsbummel,de
Amanecer Plateado,Dämmerung von Silbersee,de
Amanecer de Meraplata,Dämmerung von Silbersee,de
Ami sur mesure,Schmiede einen Freund,de
Amico dei Mippi,Meeple,de
Amico fai-da-te,Baue einen Begleiter,de
Amigos a medida,Baue einen Begleiter,de
Amiguinhos,Kleine Freunde,de
Amiguitos,Kleine Freunde,de
Amulet Vyzdvižení,Amulett des Aufstiegs,de
An Exalted Adventure,Ein erhabenes Abenteuer,de
Ana Karaktere Bir Şey Olmaz,Knallhart,de
Andare per le lunghe,Auf lange Sicht,de
Angajament solid,Bindende Verpflichtung,de
Ani Büyüme,Explosives Wachstum,de
Anima,Anima,de
Anima Amblemi,Anima-Emblem,de
Anima Commander,Anima-Kommandant,de
Anima Emblem,Anima-Emblem,de
Anima Komutanı,Anima-Kommandant,de
Animale da festa,Partytiger,de
Animalia,Anima,de
Antrenamentul gărzii de corp,Leibwache-Training,de
Anı Yaşa,Schlag zu,de
Apariencia Espiritual,Geistessicht,de
Apocaliptic,Vernichter,de
Aposta em Ouro,Goldenes Glücksspiel,de
Apoteotická kovárna,Unübertreffliche Schmiede,de
Apotheotic Forge,Unübertreffliche Schmiede,de
Appel du chaos,Ruf des Chaos,de
Aprendizados Iniciais,Frühe Erkenntnisse,de
Aprendizaje inicial,Frühe Erkenntnisse,de
Aprire un passaggio,Bahne dir den Weg,de
Apró cimborák,Kleine Freunde,de
Apró titánok,Winzige Titanen,de
Apuesta Dorada,Goldenes Glücksspiel,de
Apuesta dorada,Goldenes Glücksspiel,de
Apunta a las Estrellas,Nach dem Himmel greifen,de
Apunta a las estrellas,Nach dem Himmel greifen,de
Apărător,Frontkämpfer,de
Aradığını Bul,Einfach treffen,de
Arakla,Stibitzen,de
Araldo di Zeke,Zekes Herold,de
Aranyjátszma,Goldenes Glücksspiel,de
Arauto Desolador de Zeke,Zekes düsterer Herold,de
Arauto de Zeke,Zekes Herold,de
Arbiter,Gebieter,de
Arbiter Emblem,Gebieter-Emblem,de
Arbitro,Gebieter,de
Arbitrzy,Gebieter,de
Arc courbe,Rekursivbogen,de
Arc încovoiat,Rekursivbogen,de
Arcane Vidor Viktor,Arcane-Viktor-y,de
Arcane Viktor-y,Arcane-Viktor-y,de
Arcane ビクタリー,Arcane-Viktor-y,de
Arcaniquement Viktor-ieux,Arcane-Viktor-y,de
Archandělova hůl,Stab des Erzengels,de
Archangel's Staff,Stab des Erzengels,de
Archi da supporto,Notfallbögen,de
Archibugio a ripetizione,Schnellfeuer-Geschütz,de
Arco Recurvado,Rekursivbogen,de
Arco Recurvo,Rekursivbogen,de
Arco curvo,Rekursivbogen,de
Arco ricurvo,Rekursivbogen,de
Arcos Reserva,Notfallbögen,de
Arcos de Repuesto,Notfallbögen,de
Arcos de refuerzo,Notfallbögen,de
Arcs à gogo,Notfallbögen,de
Arcuri de rezervă,Notfallbögen,de
Argento vivo,Quecksilber,de
Argint viu,Quecksilber,de
Argogranchio,Kluftkrabbler,de
Arka Sıra Savunması,Blaupause für die hintere Reihe,de
Arkangyal pálcája,Stab des Erzengels,de
Arma un Amigo,Baue einen Begleiter,de
Armado máximo,Maximale Ausrüstung,de
Armadura Improvisada,Improvisierte Rüstung,de
Armadura Pétrea,Steinpanzer des Wasserspeiers,de
Armadura de Warmog,Warmogs Rüstung,de
Armadura de trama,Knallhart,de
Armadura improvisada,Improvisierte Rüstung,de
Armaguarda da Caçadora,Armschutz des Suchenden,de
Armatura di Warmog,Warmogs Rüstung,de
Armatura improvvisata,Improvisierte Rüstung,de
Armura lui Warmog,Warmogs Rüstung,de
Armure de Warmog,Warmogs Rüstung,de
Armure improvisée,Improvisierte Rüstung,de
Armure roncière,Dornenweste,de
Armurier,Schwertschmied,de
Armură improvizată,Improvisierte Rüstung,de
Aronguejo,Kluftkrabbler,de
Arta atacului lui Yasuo,Yasuos Klingentanz,de
Artefacts à la rescousse,Durch Stärke geschmiedet,de
Artesanía Creativa,Raffinierte Herstellung,de
Artiglio del drago,Drachenklaue,de
Artiglio del predatore,Klaue des Meuchlers,de
Aruncare magică,Ein magischer Wurf,de
Arındırıcı,Erlöser,de
Asalto de Componentes,Komponentenraub,de
Ascender de Posición,Immer höher hinauf,de
Ascension,Aufstieg,de
Ascension partielle,Teilaufstieg,de
Ascension sociale,Aufwärtsmobilität,de
Ascensione,Aufstieg,de
Ascensione parziale,Teilaufstieg,de
Ascensiune,Aufstieg,de
Ascensiune socială,Aufwärtsmobilität,de
Ascensión,Aufstieg,de
Ascensión parcial,Teilaufstieg,de
Ascenso,Aufstieg,de
Ascenso social,Aufwärtsmobilität,de
Ascensão,Aufstieg,de
Ascensão Parcial,Teilaufstieg,de
Asesinato Doble Veloz,Zügiger Doppelkill,de
Asesinato doble veloz,Zügiger Doppelkill,de
Asesino a Sueldo,Auftragsmörder,de
Asesino a sueldo,Auftragsmörder,de
Aspoň k něčemu,Zu etwas nütze,de
Assassinato Indiscriminado,Willkürlicher Killer,de
Assinatura de Luxo,Luxus-Abonnement,de
Astral,Sterndeuter,de
Astro-groove,Weltraum-Groove,de
Astromante,Sterndeuter,de
Astronomo,Sterndeuter,de
At What Cost,Zu welchem Preis,de
Atalho à Vitória,Siegeszug,de
Atirador de Elite,Scharfschütze,de
Atributo elegido,Attribut wählen,de
Attente récompensée,Das Warten wert,de
Atualização Épica,Epische Ladung,de
Atılgan,Herausforderer,de
Atılgan Amblemi,Herausforderer-Emblem,de
Atılgan Modu,Herausforderer-Modus,de
Au bout du rouleau,Ende der Weisheit,de
Aube de Haut-Lac-d'Argent,Dämmerung von Silbersee,de
Augmented Power,Augmentierte Macht,de
Augmentovaná síla,Augmentierte Macht,de
Aulas de Boxe,Boxunterricht,de
Aumento di livello in solitaria,Solo-Leveling,de
Aumento di livello!,Neue Stufe!,de
Aura Ahri,Ahris Aura,de
Aura Farming,Aura-farmen,de
Aura d'Ahri,Ahris Aura,de
Aura de Ahri,Ahris Aura,de
Aura di Ahri,Ahris Aura,de
Aura lui Ahri,Ahris Aura,de
Aurafarmolás,Aura-farmen,de
Aurelion Sol,Aurelion Sol,de
Aurelion Sol áldása,Aurelion Sols Segen,de
Aurelion Sol's Boon,Aurelion Sols Segen,de
Aurelion Sol'ün Lütfu,Aurelion Sols Segen,de
Aurelion Solův dar,Aurelion Sols Segen,de
Auronúcleo,Dämmerkern,de
Aurora,Aurora,de
Avanguardia,Frontkämpfer,de
Avaricia,Geldgierig,de
Aventura Exaltada,Ein erhabenes Abenteuer,de
Avidité,Geldgierig,de
Avènement des deux,Zu viel Wert,de
Awans,Aufwärtsmobilität,de
Awansujesz!,Neue Stufe!,de
Az Alkony égisze,Ägide der Abenddämmerung,de
Az Oltalmazó esküje,Schwur des Beschützers,de
Az adottságfa,Der Attributsbaum,de
Az adottságok könyve,Wälzer der Attribute,de
Az aranysárkány,Der goldene Drache,de
Az aranytojás,Das goldene Ei,de
Az erő itala,Cappa-Trank,de
Az igazság ökle,Hand der Gerechtigkeit,de
Az iron solarik medálja,Amulett der eisernen Solari,de
Az istenek kohója,Unübertreffliche Schmiede,de
Az Üresség botja,Leerenstab,de
Az éj kardja,Saum der Nacht,de
Az óriás öve,Gürtel des Riesen,de
Azami Dizilim,Maximale Ausrüstung,de
Azzardo di Urf,Urfs Gambit,de
Aço Áureo,Vergoldeter Stahl,de
Aşırı Büyük Sopa,Übergroßer Stab,de
B.F. Sword,Riesenschwert,de
B.F. 대검,Riesenschwert,de
B.F.ソード,Riesenschwert,de
"BEZ ZWIADU, BEZ ZMIAN","KEIN UMSEHEN, KEIN WECHSELN",de
BF Glaive,Riesenschwert,de
BRAK AKTYWNOŚCI,Abwesend,de
Bac de recyclage,Recyclingtonne,de
Backline Blueprint,Blaupause für die hintere Reihe,de
Backup Bows,Notfallbögen,de
Bagarreur,Raufbold,de
Baguette trop grosse,Übergroßer Stab,de
Baguettes à gogo,Fortwährende Beschwörung,de
Bajkeverő,Raufbold,de
Bajkeverő embléma,Raufbold-Emblem,de
Bajkeverők,Misfits,de
Bajo el mismo foco de Yasuo,Yasuos „Teile das Rampenlicht“,de
Baluardo,Bollwerk,de
Baluarte,Bollwerk,de
Bam!,Bonk!,de
Banc de Pandore,Pandoras Bank,de
Banca Pandorei,Pandoras Bank,de
Banca de Pandora,Pandoras Bank,de
Band of Thieves,Diebesbande,de
Band of Thieves II,Diebesbande II,de
Banda Złodziejaszków,Diebesbande,de
Banda Złodziejaszków II,Diebesbande II,de
Banda de Ladrones,Diebesbande,de
Banda de Ladrones II,Diebesbande II,de
Banda di ladri,Diebesbande,de
Banda di ladri II,Diebesbande II,de
Bande de voleurs,Diebesbande,de
Bande de voleurs II,Diebesbande II,de
Bandito,Schurke,de
Bando de Ladrões,Diebesbande,de
Bando de Ladrões II,Diebesbande II,de
Bandă de tâlhari,Diebesbande,de
Bandă de tâlhari II,Diebesbande II,de
Bani de buzunar,Geld fürs Mittagessen,de
Banquillo de Pandora,Pandoras Bank,de
Bard,Bard,de
Bardo,Bard,de
Baricadă,Bollwerk,de
Barkácsolt barkácsolás,Raffinierte Herstellung,de
Baron verme,Versteck des Barons,de
Baron's Lair,Versteck des Barons,de
Baron'un İni,Versteck des Barons,de
Baronovo doupě,Versteck des Barons,de
Bastion,Bastion,de
Bastion Emblem,Bastion-Emblem,de
Bastione,Bastion,de
Bastião,Bastion,de
Bastión,Bastion,de
Bastone colossale,Übergroßer Stab,de
Bastone del Vuoto,Leerenstab,de
Bastão Desnecessariamente Grande,Übergroßer Stab,de
Bastón del Vacío,Leerenstab,de
Bastón del arcángel,Stab des Erzengels,de
Bastón del serafín,Flügelstab,de
Baza avangardei,Frontlinien-Fundament,de
Başmelek Asası,Stab des Erzengels,de
Bašta,Bastion,de
Becsapódás,Schlag zu,de
Beklemeye Değer,Das Warten wert,de
Beklenen Beklenmezlik,Erwartetes Unerwartetes,de
Bel'Veth,Bel'Veth,de
Belt Overflow,Gürtel im Überfluss,de
Ben Tek Siz Hepiniz,Solo-Leveling,de
Bendecido por los Dioses,Gottgesegnet,de
Bendición de Ahri,Ahris Segen,de
Bendición de Aurelion Sol,Aurelion Sols Segen,de
Bendición de Ekko,Ekkos Segen,de
Bendición de Evelynn,Evelynns Segen,de
Bendición de Kayle,Kayles Segen,de
Bendición de Resurrección,Segen der Wiederbelebung,de
Bendición de Soraka,Sorakas Segen,de
Bendición de Thresh,Threshs Segen,de
Bendición de Varus,Varus' Segen,de
Bendición de Yasuo,Yasuos Segen,de
Bendición de la chatarra,Gefälligkeit des Schrotthändlers,de
Bendición del Chatarrero,Gefälligkeit des Schrotthändlers,de
Bendito por los dioses,Gottgesegnet,de
Benedetto dagli dei,Gottgesegnet,de
Benlik Aynası,Gespiegelte Persona,de
Berger,Hirte,de
Besace d'Urf,Urfs Wundertüte,de
Besace héroïque,Heldenhafte Wundertüte,de
Best Friends,Beste Freunde,de
Bestia fiestera,Partytiger,de
Betervezett veszteség,Berechneter Verlust,de
Bevásárló körút,Einkaufsbummel,de
Bezwzględny Zabójca,Willkürlicher Killer,de
Big Bang,Der Urknall,de
Big Grab Bag,Große Wundertüte,de
Biglietto prismatico,Prismatisches Ticket,de
Bilet prismatic,Prismatisches Ticket,de
Bileşen Eşya Soygunu,Komponentenraub,de
Bilhete Prismático,Prismatisches Ticket,de
Bilişsel Patlama,Kognitive Überladung,de
Bilişsel Vergi,Kognitive Steuer,de
Billete prismático,Prismatisches Ticket,de
Binecuvântat de zei,Gottgesegnet,de
Biomassza-megőrző,Biomassebewahrer,de
Biomatter Preserver,Biomassebewahrer,de
Bir Yol Çiz,Bahne dir den Weg,de
Bir İki Üç,"Eins, zwei, drei",de
"Bir, İki, Beş!","Eins, zwei, fünf!",de
Birikim Hesabı,Sparkonto,de
Birlikten Kuvvet Doğar,Geeinter Halt,de
Birliğin Gücü,Wir halten zusammen,de
Birthday Present,Geburtstagsgeschenk,de
Birthday Reunion,Geburtstags-Wiedervereinigung,de
Biyomalzeme Koruyucusu,Biomassebewahrer,de
Biztos győzelem,Siegeszug,de
Blason de Zeke,Zekes Herold,de
Blason des Lightshield,Lichtschild-Wappen,de
Blason lugubre de Zeke,Zekes düsterer Herold,de
Blasón de Escudo de luz,Lichtschild-Wappen,de
Blazonul Lightshield,Lichtschild-Wappen,de
Blazonul solarilor de fier,Amulett der eisernen Solari,de
Blighting Jewel,Pestjuwel,de
Blikavé čepele,Flimmerklingen,de
Blitzcrank,Blitzcrank,de
Bliźniaczy Strażnicy,Zwillingswächter,de
Blood Offering,Blutopfer,de
Blood Price,Blutzoll,de
Bloodthirster,Blutdürster,de
Blue Buff,Blauer Buff,de
Bluźnierczy Bożek,Verbotener Götze,de
Bodyguard Training,Leibwache-Training,de
Bogini Broni,Panzerwalküre,de
Bokormellény,Dornenweste,de
Boks Dersi,Boxunterricht,de
Bokszkesztyű,Kampfhandschuhe,de
Bokszlecke,Boxunterricht,de
Boleto Prismático,Prismatisches Ticket,de
Bolsa de Objetos,Gegenstand-Wundertüte,de
Bolsa de Sorpresas Heroica,Heldenhafte Wundertüte,de
Bolsa de Sorpresas Pequeña,Kleine Wundertüte,de
Bolsa de Sorpresas de Urf,Urfs Wundertüte,de
Bolsa de Sorpresas grande,Große Wundertüte,de
Bolsa sorpresa de Urf,Urfs Wundertüte,de
Bolsa sorpresa de objetos,Gegenstand-Wundertüte,de
Bolsa sorpresa grande,Große Wundertüte,de
Bolsa sorpresa heroica,Heldenhafte Wundertüte,de
Bolsa sorpresa pequeña,Kleine Wundertüte,de
Bombardıman Topu,Schnellfeuer-Geschütz,de
Boneco de Treinamento,Übungspuppe,de
Bonecos de Impacto,Crash-Test-Dummies,de
Bonk!,Bonk!,de
Bonk !,Bonk!,de
Boon of Resurrection,Segen der Wiederbelebung,de
Boon of the Scrapper,Gefälligkeit des Schrotthändlers,de
Boong!,Bonk!,de
Booster,Booster-Packung,de
Booster Pack,Booster-Packung,de
Boostery,Booster-Packung,de
Borsa degli oggetti,Gegenstand-Wundertüte,de
Borsa di Urf,Urfs Wundertüte,de
Borsa eroica,Heldenhafte Wundertüte,de
Borsa grande,Große Wundertüte,de
Borsa piccola,Kleine Wundertüte,de
Boscy Pojedynkowicze,Göttlicher Duellant,de
Boska Kuźnia,Unübertreffliche Schmiede,de
Bote de Segunda Mano,Recyclingtonne,de
Botkovács,Stabschmied,de
Bouclier du Tacticien,Schild des Taktikers,de
Boxeador Profesional,Preiskämpfer,de
Boxing Lessons,Boxunterricht,de
Boyut Önemli,Größe ist alles,de
Božská pistolnice,Panzerwalküre,de
Božský duelista,Göttlicher Duellant,de
Bramble Vest,Dornenweste,de
Branching Out,Selbstständig machen,de
Brawler,Raufbold,de
Brawler Emblem,Raufbold-Emblem,de
Brazalete de la buscadora,Armschutz des Suchenden,de
Briar,Briar,de
Brigand,Marodeur,de
Brise-temps,Zeitbrecher,de
Bronce de por Vida,"Einmal Bronze, immer Bronze",de
Bronce de por vida,"Einmal Bronze, immer Bronze",de
Bronz mindörökké II.,"Einmal Bronze, immer Bronze",de
Bronz nad zlato,"Einmal Bronze, immer Bronze",de
Bronz pentru totdeauna,"Einmal Bronze, immer Bronze",de
Bronzdan Şaşma,"Einmal Bronze, immer Bronze",de
Bronze For Life,"Einmal Bronze, immer Bronze",de
Bronze pour la vie,"Einmal Bronze, immer Bronze",de
Bronze é Vida,"Einmal Bronze, immer Bronze",de
Bronzo per la vita,"Einmal Bronze, immer Bronze",de
Brylantowa Rękawica,Juwelenbesetzter Handschuh,de
Brylantowy Lotos,Juwelenbesetzter Lotus,de
Brățara căutătorului,Armschutz des Suchenden,de
Bu Taç Ağır,Schwer ist die Krone,de
Bubuilă,Gräte,de
Bucătăria tacticianului,Taktikerküche,de
Bueno para Algo,Zu etwas nütze,de
Buff bleu,Blauer Buff,de
Buff blu,Blauer Buff,de
Buff rosso,Roter Buff,de
Buff rouge,Roter Buff,de
Buff-ul albastru,Blauer Buff,de
Buff-ul roșu,Roter Buff,de
Buffs à gogo,"Ein Buff, zwei Buff",de
Buget înțelept,Weise Ausgaben,de
Build a Bud,Baue einen Begleiter,de
Build maxim,Maximale Ausrüstung,de
Bulwark,Bollwerk,de
Burattino d'ombra,Schattenpuppe,de
Burguesía,Silberlöffel,de
Buried Treasure,Vergrabene Schätze,de
Buried Treasures,Vergrabene Schätze,de
Bustina,Booster-Packung,de
Butin aléatoire,"Eins, zwei, fünf!",de
Butin funéraire,Zu etwas nütze,de
Butin varié,Einfach treffen,de
Buzduganul înaintașului,Stürmerflegel,de
Bušení,Schlag zu,de
Bài Học Sơ Khai,Frühe Erkenntnisse,de
Bàn Tay Công Lý,Hand der Gerechtigkeit,de
Báculo del Arcángel,Stab des Erzengels,de
Báculo del Serafín,Flügelstab,de
Báculo del Vacío,Leerenstab,de
Bán Thăng Hoa,Teilaufstieg,de
Báo Oán,Vergeltung,de
Bástya,Bollwerk,de
Bârlogul Baronului,Versteck des Barons,de
Bâton angélique,Flügelstab,de
Bâton de l'archange,Stab des Erzengels,de
Bâton du vide,Leerenstab,de
Bão Tố Luden,Ludens Sturm,de
Bão Vàng,Geldmonsun,de
Béni des dieux,Gottgesegnet,de
Bénédiction d'Ahri,Ahris Segen,de
Bénédiction d'Aurelion Sol,Aurelion Sols Segen,de
Bénédiction d'Ekko,Ekkos Segen,de
Bénédiction d'Evelynn,Evelynns Segen,de
Bénédiction de Kayle,Kayles Segen,de
Bénédiction de Soraka,Sorakas Segen,de
Bénédiction de Thresh,Threshs Segen,de
Bénédiction de Varus,Varus' Segen,de
Bénédiction de Yasuo,Yasuos Segen,de
Bénédiction de résurrection,Segen der Wiederbelebung,de
Bénédiction du Ferrailleur,Gefälligkeit des Schrotthändlers,de
Bérgyilkos,Auftragsmörder,de
Bête de scène,Partytiger,de
Bóng Phân Thân,Schattenpuppe,de
Bùa Thăng Hoa,Amulett des Aufstiegs,de
Bùa Xanh,Blauer Buff,de
Bùa Đỏ,Roter Buff,de
Büyük Dönüş,Gelungenes Comeback,de
Büyük Patlama,Der Urknall,de
Büyük Çekiliş,Große Wundertüte,de
Büyülü Zarlar,Ein magischer Wurf,de
Băng Trộm,Diebesbande,de
Băng Trộm II,Diebesbande II,de
Bătăuș,Raufbold,de
Běž do toho,Einfach treffen,de
Błogosławieni,Gottgesegnet,de
Błogosławieństwo Rozrabiaki,Gefälligkeit des Schrotthändlers,de
Błogosławiona Przygoda,Ein erhabenes Abenteuer,de
Bước Đột Phá,Kritischer Erfolg,de
Bạn Thân,Beste Freunde,de
Bảo Hộ Vô Tận,Schutz der Unendlichkeit,de
Bảo Tồn Sinh Chất,Biomassebewahrer,de
Bất Khuất,Der Unbeugsame,de
Bắn Tỉa,Scharfschütze,de
Bộ Ba Hoàn Hảo,Dreifaltigkeit,de
Bừa Bộn,Chaotischer Geist,de
Caccia al tesoro,Schatzjagd,de
Cacciatore galattico,Galaktischer Jäger,de
Cadeau d'anniversaire,Geburtstagsgeschenk,de
Cadou aniversar,Geburtstagsgeschenk,de
Caitlyn,Caitlyn,de
Cajado de Serafim,Flügelstab,de
Cajado do Arcanjo,Stab des Erzengels,de
Cajado do Vazio,Leerenstab,de
Calculated Loss,Berechneter Verlust,de
Calea războiului,Kriegspfad,de
Calibrador de Sterak,Steraks Pegel,de
Calice de puissance,Kelch der Macht,de
Calice del potere,Kelch der Macht,de
Call to Chaos,Ruf des Chaos,de
Cambiazo épico,Epische Ladung,de
Cambio epico,Epische Ladung,de
Cambio eterno,Aktualisierungstaumel,de
Caminho da Guerra,Kriegspfad,de
Can Dostları,Beste Freunde,de
Can Trường,Bastion,de
Canaglia radiosa,Strahlender Halunke,de
Canalisateur,Kanalisierer,de
Canalizador,Kanalisierer,de
Cangrejo Escurridizo,Kluftkrabbler,de
Canhão Fumegante,Schnellfeuer-Geschütz,de
Canhão de Vidro,Glaskanone,de
Cannone di cristallo,Glaskanone,de
Canon de verre,Glaskanone,de
Canon ultrarapide,Schnellfeuer-Geschütz,de
Capa Mercurial,Quecksilber,de
Capa Negatron,Negatron-Mantel,de
Capa de Estratega,Umhang des Taktikers,de
Capa de Fogo Solar,Sonnenfeuer-Umhang,de
Capa de Fuego Solar,Sonnenfeuer-Umhang,de
Capa de Negatrones,Negatron-Mantel,de
Capa de estratega,Umhang des Taktikers,de
Capa de fuego solar,Sonnenfeuer-Umhang,de
Capa do Estrategista,Umhang des Taktikers,de
Capa negatrón,Negatron-Mantel,de
Cape du Tacticien,Umhang des Taktikers,de
Cape solaire,Sonnenfeuer-Umhang,de
Cappa Juice,Cappa-Trank,de
Cappelli più letali,Tödlichere Hauben,de
Caprichitos,Süße Leckereien,de
Capuz da Morte de Rabadon,Rabadons Todeshaube,de
Capuzes Mais Mortais,Tödlichere Hauben,de
Carapateur,Kluftkrabbler,de
Carapescado,Gräte,de
Care Package,Hilfspaket,de
Caretaker's Ally,Verbündeter des Beschützers,de
Carga Elétrica,Elektroladung,de
Carve a Path,Bahne dir den Weg,de
Casa Dourada do Yasuo,Yasuos Goldfeld,de
Casque adaptatif,Adaptiver Helm,de
Castigo,Vergeltung,de
Catastrofista,Vernichter,de
Cazador galáctico,Galaktischer Jäger,de
Cazagalaxias,Galaktischer Jäger,de
Cazatesoros,Schatzjagd,de
Caça ao Tesouro,Schatzjagd,de
Caçador de Galáxia,Galaktischer Jäger,de
Cañón de Cristal,Glaskanone,de
Cañón de Fuego Rápido,Schnellfeuer-Geschütz,de
Cañón de fuego rápido,Schnellfeuer-Geschütz,de
Całun Bezruchu,Tuch der Stille,de
Cecchino,Scharfschütze,de
Cehennem Ateşi Baltası,Kriegsbeil des Höllenfeuers,de
Cei mai buni prieteni,Beste Freunde,de
Ceinture du géant,Gürtel des Riesen,de
Cena Krwi,Blutzoll,de
Cena pro vítěze,Preiskämpfer,de
