source,target,tgt_lng
Aurelion Sols Segen,아우렐리온 솔의 은총,ko
Aurelion Solův dar,아우렐리온 솔의 은총,ko
Auronúcleo,새벽심장,ko
Aurora,오로라,ko
Avanguardia,선봉대,ko
Avaricia,돈독,ko
Aventura Exaltada,고귀한 모험,ko
Avidité,돈독,ko
Avènement des deux,2만한 가치,ko
Awans,출세가도,ko
Awansujesz!,레벨 업!,ko
Az Alkony égisze,황혼의 방패,ko
Az Oltalmazó esküje,수호자의 맹세,ko
Az adottságfa,특성 나무,ko
Az adottságok könyve,특성의 고서,ko
Az aranysárkány,황금 드래곤,ko
Az aranytojás,황금 알,ko
Az erő itala,카파 주스,ko
Az igazság ökle,정의의 손길,ko
Az iron solarik medálja,강철의 솔라리 펜던트,ko
Az istenek kohója,신성한 대장간,ko
Az Üresség botja,공허의 지팡이,ko
Az éj kardja,밤의 끝자락,ko
Az óriás öve,거인의 허리띠,ko
Azami Dizilim,극대화 빌드,ko
Azzardo di Urf,우르프의 갬빗,ko
Aço Áureo,도금 강철,ko
Aşırı Büyük Sopa,쓸데없이 큰 지팡이,ko
B.F. Sword,B.F. 대검,ko
B.F.ソード,B.F. 대검,ko
"BEZ ZWIADU, BEZ ZMIAN",단일 조합 사수,ko
BF Glaive,B.F. 대검,ko
BRAK AKTYWNOŚCI,자리 비움,ko
Bac de recyclage,재활용 쓰레기통,ko
Backline Blueprint,후방 설계도,ko
Backup Bows,예비 활,ko
Bagarreur,싸움꾼,ko
Baguette trop grosse,쓸데없이 큰 지팡이,ko
Baguettes à gogo,연속 주문 사용,ko
Bahne dir den Weg,길을 내라,ko
Bajkeverő,싸움꾼,ko
Bajkeverő embléma,싸움꾼 상징,ko
Bajkeverők,반항아,ko
Bajo el mismo foco de Yasuo,야스오의 스포트라이트 공유,ko
Baluardo,보루,ko
Baluarte,보루,ko
Bam!,꽁!,ko
Banc de Pandore,판도라의 대기석,ko
Banca Pandorei,판도라의 대기석,ko
Banca de Pandora,판도라의 대기석,ko
Band of Thieves,도둑 무리,ko
Band of Thieves II,도둑 무리 II,ko
Banda Złodziejaszków,도둑 무리,ko
Banda Złodziejaszków II,도둑 무리 II,ko
Banda de Ladrones,도둑 무리,ko
Banda de Ladrones II,도둑 무리 II,ko
Banda di ladri,도둑 무리,ko
Banda di ladri II,도둑 무리 II,ko
Bande de voleurs,도둑 무리,ko
Bande de voleurs II,도둑 무리 II,ko
Bandito,불한당,ko
Bando de Ladrões,도둑 무리,ko
Bando de Ladrões II,도둑 무리 II,ko
Bandă de tâlhari,도둑 무리,ko
Bandă de tâlhari II,도둑 무리 II,ko
Bani de buzunar,점심값,ko
Banquillo de Pandora,판도라의 대기석,ko
Bard,바드,ko
Bardo,바드,ko
Baricadă,보루,ko
Barkácsolt barkácsolás,정교한 공예,ko
Baron verme,남작의 소굴,ko
Baron's Lair,남작의 소굴,ko
Baron'un İni,남작의 소굴,ko
Baronovo doupě,남작의 소굴,ko
Bastion,요새,ko
Bastion Emblem,요새 상징,ko
Bastion-Emblem,요새 상징,ko
Bastione,요새,ko
Bastião,요새,ko
Bastión,요새,ko
Bastone colossale,쓸데없이 큰 지팡이,ko
Bastone del Vuoto,공허의 지팡이,ko
Bastão Desnecessariamente Grande,쓸데없이 큰 지팡이,ko
Bastón del Vacío,공허의 지팡이,ko
Bastón del arcángel,대천사의 지팡이,ko
Bastón del serafín,고위천사의 지팡이,ko
Baue einen Begleiter,친구 만들기,ko
Baue einen Begleiter,동료 제작,ko
Baza avangardei,전방의 토대,ko
Başmelek Asası,대천사의 지팡이,ko
Bašta,요새,ko
Becsapódás,재빠른 무장,ko
Beklemeye Değer,기다림의 미학,ko
Beklenen Beklenmezlik,예상된 예상 밖의 결과,ko
Bel'Veth,벨베스,ko
Belt Overflow,넘치는 허리띠,ko
Ben Tek Siz Hepiniz,나 혼자 레벨업,ko
Bendecido por los Dioses,신의 축복,ko
Bendición de Ahri,아리의 은총,ko
Bendición de Aurelion Sol,아우렐리온 솔의 은총,ko
Bendición de Ekko,에코의 은총,ko
Bendición de Evelynn,이블린의 은총,ko
Bendición de Kayle,케일의 은총,ko
Bendición de Resurrección,부활의 은총,ko
Bendición de Soraka,소라카의 은총,ko
Bendición de Thresh,쓰레쉬의 은총,ko
Bendición de Varus,바루스의 은총,ko
Bendición de Yasuo,야스오의 은총,ko
Bendición de la chatarra,고철 수집가의 은총,ko
Bendición del Chatarrero,고철 수집가의 은총,ko
Bendito por los dioses,신의 축복,ko
Benedetto dagli dei,신의 축복,ko
Benlik Aynası,거울의 환영,ko
Berechneter Verlust,계산된 패배,ko
Berger,길잡이,ko
Besace d'Urf,우르프의 꾸러미,ko
Besace héroïque,영웅 꾸러미,ko
Best Friends,단짝,ko
Beste Freunde,단짝,ko
Bestia fiestera,파티광,ko
Betervezett veszteség,계산된 패배,ko
Bevásárló körút,흥청망청,ko
Bezwzględny Zabójca,무차별적 살인자,ko
Big Bang,빅뱅,ko
Big Grab Bag,큰 꾸러미,ko
Biglietto prismatico,프리즘 티켓,ko
Bilet prismatic,프리즘 티켓,ko
Bileşen Eşya Soygunu,조합 아이템 강탈,ko
Bilhete Prismático,프리즘 티켓,ko
Bilişsel Patlama,인지 과부하,ko
Bilişsel Vergi,인지세,ko
Billete prismático,프리즘 티켓,ko
Bindende Verpflichtung,극진한 헌신,ko
Binecuvântat de zei,신의 축복,ko
Biomassebewahrer,유기물 보존기,ko
Biomassza-megőrző,유기물 보존기,ko
Biomatter Preserver,유기물 보존기,ko
Bir Yol Çiz,길을 내라,ko
Bir İki Üç,"하나, 둘, 셋",ko
"Bir, İki, Beş!","하나, 둘, 다섯!",ko
Birikim Hesabı,예금 계좌,ko
Birlikten Kuvvet Doğar,단결된 의지,ko
Birliğin Gücü,하나로 뭉치는 거지,ko
Birthday Present,생일 선물,ko
Birthday Reunion,생일 모임,ko
Biyomalzeme Koruyucusu,유기물 보존기,ko
Biztos győzelem,성취,ko
Blason de Zeke,지크의 전령,ko
Blason des Lightshield,라이트실드 문장,ko
Blason lugubre de Zeke,지크의 음산한 전령,ko
Blasón de Escudo de luz,라이트실드 문장,ko
Blauer Buff,푸른 파수꾼,ko
Blaupause für die hintere Reihe,후방 설계도,ko
Blazonul Lightshield,라이트실드 문장,ko
Blazonul solarilor de fier,강철의 솔라리 펜던트,ko
Blighting Jewel,역병의 보석,ko
Blikavé čepele,명멸검,ko
Blitzcrank,블리츠크랭크,ko
Bliźniaczy Strażnicy,쌍둥이 수호자,ko
Blood Offering,피의 공물,ko
Blood Price,피의 대가,ko
Bloodthirster,피바라기,ko
Blue Buff,푸른 파수꾼,ko
Blutdürster,피바라기,ko
Blutopfer,피의 공물,ko
Blutzoll,피의 대가,ko
Bluźnierczy Bożek,금지된 우상,ko
Bodyguard Training,경호대 훈련,ko
Bogini Broni,기동총격여신,ko
Bokormellény,덤불 조끼,ko
Boks Dersi,권투 교습,ko
Bokszkesztyű,연습용 장갑,ko
Bokszlecke,권투 교습,ko
Boleto Prismático,프리즘 티켓,ko
Bollwerk,보루,ko
Bolsa de Objetos,아이템 꾸러미,ko
Bolsa de Sorpresas Heroica,영웅 꾸러미,ko
Bolsa de Sorpresas Pequeña,작은 꾸러미,ko
Bolsa de Sorpresas de Urf,우르프의 꾸러미,ko
Bolsa de Sorpresas grande,큰 꾸러미,ko
Bolsa sorpresa de Urf,우르프의 꾸러미,ko
Bolsa sorpresa de objetos,아이템 꾸러미,ko
Bolsa sorpresa grande,큰 꾸러미,ko
Bolsa sorpresa heroica,영웅 꾸러미,ko
Bolsa sorpresa pequeña,작은 꾸러미,ko
Bombardıman Topu,고속 연사포,ko
Boneco de Treinamento,훈련 봇,ko
Bonecos de Impacto,충돌 시험용 봇,ko
Bonk!,꽁!,ko
Bonk !,꽁!,ko
Boon of Resurrection,부활의 은총,ko
Boon of the Scrapper,고철 수집가의 은총,ko
Boong!,꽁!,ko
Booster,부스터 팩,ko
Booster Pack,부스터 팩,ko
Booster-Packung,부스터 팩,ko
Boostery,부스터 팩,ko
Borsa degli oggetti,아이템 꾸러미,ko
Borsa di Urf,우르프의 꾸러미,ko
Borsa eroica,영웅 꾸러미,ko
Borsa grande,큰 꾸러미,ko
Borsa piccola,작은 꾸러미,ko
Boscy Pojedynkowicze,신성 결투가,ko
Boshafte Monetarisierung,악의적 수익 창출,ko
Boska Kuźnia,신성한 대장간,ko
Bote de Segunda Mano,재활용 쓰레기통,ko
Botkovács,지팡이 제작자,ko
Bouclier du Tacticien,전략가의 방패,ko
Boxeador Profesional,파이트 머니,ko
Boxing Lessons,권투 교습,ko
Boxunterricht,권투 교습,ko
Boyut Önemli,크기의 중요성,ko
Božská pistolnice,기동총격여신,ko
Božský duelista,신성 결투가,ko
Bramble Vest,덤불 조끼,ko
Branching Out,가지 뻗기,ko
Bratpfanne,프라이팬,ko
Brawler,싸움꾼,ko
Brawler Emblem,싸움꾼 상징,ko
Brazalete de la buscadora,추적자의 팔목 보호대,ko
Briar,브라이어,ko
Brigand,습격자,ko
Brise-temps,시간 균열자,ko
Bronce de por Vida,영원한 브론즈,ko
Bronce de por vida,영원한 브론즈,ko
Bronz mindörökké II.,영원한 브론즈,ko
Bronz nad zlato,영원한 브론즈,ko
Bronz pentru totdeauna,영원한 브론즈,ko
Bronzdan Şaşma,영원한 브론즈,ko
Bronze For Life,영원한 브론즈,ko
Bronze pour la vie,영원한 브론즈,ko
Bronze é Vida,영원한 브론즈,ko
Bronzo per la vita,영원한 브론즈,ko
Brylantowa Rękawica,보석 건틀릿,ko
Brylantowy Lotos,보석 연꽃,ko
Brățara căutătorului,추적자의 팔목 보호대,ko
Bu Taç Ağır,왕관의 무게,ko
Bubuilă,생선대가리,ko
Bucătăria tacticianului,전략가의 주방,ko
Bueno para Algo,다 쓸 데가 있다니까,ko
Buff bleu,푸른 파수꾼,ko
Buff blu,푸른 파수꾼,ko
Buff rosso,붉은 덩굴정령,ko
Buff rouge,붉은 덩굴정령,ko
Buff-ul albastru,푸른 파수꾼,ko
Buff-ul roșu,붉은 덩굴정령,ko
Buffs à gogo,붉고 푸른 효과,ko
Buget înțelept,현명한 소비,ko
Build a Bud,친구 만들기,ko
Build maxim,극대화 빌드,ko
Bulwark,보루,ko
Burattino d'ombra,그림자 꼭두각시,ko
Burguesía,은수저,ko
Buried Treasure,파묻힌 보물,ko
Buried Treasures,파묻힌 보물,ko
Bustina,부스터 팩,ko
Butin aléatoire,"하나, 둘, 다섯!",ko
Butin funéraire,다 쓸 데가 있다니까,ko
Butin varié,그냥 눌러,ko
Buzduganul înaintașului,타격대의 철퇴,ko
Bušení,재빠른 무장,ko
Bài Học Sơ Khai,조기 교육,ko
Bàn Tay Công Lý,정의의 손길,ko
Báculo del Arcángel,대천사의 지팡이,ko
Báculo del Serafín,고위천사의 지팡이,ko
Báculo del Vacío,공허의 지팡이,ko
Bán Thăng Hoa,불완전한 초월,ko
Báo Oán,응징,ko
Bástya,보루,ko
Bârlogul Baronului,남작의 소굴,ko
Bâton angélique,고위천사의 지팡이,ko
Bâton de l'archange,대천사의 지팡이,ko
Bâton du vide,공허의 지팡이,ko
Bão Tố Luden,루덴의 폭풍,ko
Bão Vàng,돈 폭풍,ko
Béni des dieux,신의 축복,ko
Bénédiction d'Ahri,아리의 은총,ko
Bénédiction d'Aurelion Sol,아우렐리온 솔의 은총,ko
Bénédiction d'Ekko,에코의 은총,ko
Bénédiction d'Evelynn,이블린의 은총,ko
Bénédiction de Kayle,케일의 은총,ko
Bénédiction de Soraka,소라카의 은총,ko
Bénédiction de Thresh,쓰레쉬의 은총,ko
Bénédiction de Varus,바루스의 은총,ko
Bénédiction de Yasuo,야스오의 은총,ko
Bénédiction de résurrection,부활의 은총,ko
Bénédiction du Ferrailleur,고철 수집가의 은총,ko
Bérgyilkos,청부 살인마,ko
Bête de scène,파티광,ko
Bóng Phân Thân,그림자 꼭두각시,ko
Bùa Thăng Hoa,승천의 부적,ko
Bùa Xanh,푸른 파수꾼,ko
Bùa Đỏ,붉은 덩굴정령,ko
Büyük Dönüş,역전의 서막,ko
Büyük Patlama,빅뱅,ko
Büyük Çekiliş,큰 꾸러미,ko
Büyülü Zarlar,마법 주사위,ko
Băng Trộm,도둑 무리,ko
Băng Trộm II,도둑 무리 II,ko
Bătăuș,싸움꾼,ko
Běž do toho,그냥 눌러,ko
Błogosławieni,신의 축복,ko
Błogosławieństwo Rozrabiaki,고철 수집가의 은총,ko
Błogosławiona Przygoda,고귀한 모험,ko
Bước Đột Phá,치명적 성공,ko
Bạn Thân,단짝,ko
Bảo Hộ Vô Tận,무한한 보호,ko
Bảo Tồn Sinh Chất,유기물 보존기,ko
Bất Khuất,불굴,ko
Bắn Tỉa,저격수,ko
Bộ Ba Hoàn Hảo,삼인방,ko
Bừa Bộn,어수선한 마음,ko
Caccia al tesoro,보물 사냥,ko
Cacciatore galattico,은하계 사냥꾼,ko
Cadeau d'anniversaire,생일 선물,ko
Cadou aniversar,생일 선물,ko
Caitlyn,케이틀린,ko
Cajado de Serafim,고위천사의 지팡이,ko
Cajado do Arcanjo,대천사의 지팡이,ko
Cajado do Vazio,공허의 지팡이,ko
Calculated Loss,계산된 패배,ko
Calea războiului,출정,ko
Calibrador de Sterak,스테락의 도전,ko
Calice de puissance,힘의 성배,ko
Calice del potere,힘의 성배,ko
Call to Chaos,혼돈의 부름,ko
Cambiazo épico,서사적 새로고침,ko
Cambio epico,서사적 새로고침,ko
Cambio eterno,새로고침의 날,ko
Caminho da Guerra,출정,ko
Can Dostları,단짝,ko
Can Trường,요새,ko
Canaglia radiosa,찬란한 장난꾸러기,ko
Canalisateur,전달자,ko
Canalizador,전달자,ko
Cangrejo Escurridizo,협곡 바위 게,ko
Canhão Fumegante,고속 연사포,ko
Canhão de Vidro,유리 대포,ko
Cannone di cristallo,유리 대포,ko
Canon de verre,유리 대포,ko
Canon ultrarapide,고속 연사포,ko
Capa Mercurial,수은,ko
Capa Negatron,음전자 망토,ko
Capa de Estratega,전략가의 망토,ko
Capa de Fogo Solar,태양불꽃 망토,ko
Capa de Fuego Solar,태양불꽃 망토,ko
Capa de Negatrones,음전자 망토,ko
Capa de estratega,전략가의 망토,ko
Capa de fuego solar,태양불꽃 망토,ko
Capa do Estrategista,전략가의 망토,ko
Capa negatrón,음전자 망토,ko
Cape du Tacticien,전략가의 망토,ko
Cape solaire,태양불꽃 망토,ko
Cappa Juice,카파 주스,ko
Cappa-Trank,카파 주스,ko
Cappelli più letali,더욱 치명적인 모자,ko
Caprichitos,달콤한 간식,ko
Capuz da Morte de Rabadon,라바돈의 죽음모자,ko
Capuzes Mais Mortais,더욱 치명적인 모자,ko
Carapateur,협곡 바위 게,ko
Carapescado,생선대가리,ko
Care Package,선물 꾸러미,ko
Caretaker's Ally,수호자의 친구,ko
Carga Elétrica,고전압,ko
Carve a Path,길을 내라,ko
Casa Dourada do Yasuo,야스오의 황금 칸,ko
Casque adaptatif,적응형 투구,ko
Castigo,응징,ko
Catastrofista,파멸자,ko
Cazador galáctico,은하계 사냥꾼,ko
Cazagalaxias,은하계 사냥꾼,ko
Cazatesoros,보물 사냥,ko
Caça ao Tesouro,보물 사냥,ko
Caçador de Galáxia,은하계 사냥꾼,ko
Cañón de Cristal,유리 대포,ko
Cañón de Fuego Rápido,고속 연사포,ko
Cañón de fuego rápido,고속 연사포,ko
Całun Bezruchu,침묵의 장막,ko
Cecchino,저격수,ko
Cehennem Ateşi Baltası,지옥불 손도끼,ko
Cei mai buni prieteni,단짝,ko
Ceinture du géant,거인의 허리띠,ko
Cena Krwi,피의 대가,ko
Cena pro vítěze,파이트 머니,ko
Cengâver Onuru,대장군의 명예,ko
Cenny Wojownik,파이트 머니,ko
Cenná posila,4후지원,ko
Centelha Iônica,이온 충격기,ko
Centre d'excellence,중심 잡기,ko
