source,target,tgt_lng
Giant Slayer,巨人杀手,zh-CN
Giant and Mighty,大而有力,zh-CN
Giant's Belt,巨人腰带,zh-CN
Gigantification Ray,巨大化射线,zh-CN
Gilded Steel,镀金钢铁,zh-CN
Glass Cannon,玻璃大炮,zh-CN
Glutton,河流之王,zh-CN
Going Long,遥遥领先,zh-CN
Gold Destiny,黄金命运,zh-CN
Golem,魔像,zh-CN
Golemify,魔像化,zh-CN
Good For Something,有用之材,zh-CN
Graves,格雷福斯,zh-CN
Growth Mindset,成长型思维,zh-CN
Guinsoo's Rageblade,鬼索的狂暴之刃,zh-CN
Gunslinger,枪手,zh-CN
Gunslinger Emblem,枪手纹章,zh-CN
Gwen,格温,zh-CN
Hand Of Justice,正义之手,zh-CN
Hard Commit,硬性承诺,zh-CN
Harvester,远古恐惧,zh-CN
Haunted Spyglass,鬼影望远镜,zh-CN
Healing Orbs,治疗法球,zh-CN
Heart of Steel,心之钢,zh-CN
Heavy Is the Crown,王冠之重,zh-CN
Hedge Fund,对冲基金,zh-CN
Hefty Rolls,大刷特刷,zh-CN
Hellfire Hatchet,恶火小斧,zh-CN
Heroic,正义巨像,zh-CN
Heroic Grab Bag,英勇福袋,zh-CN
HexMech,海克斯机甲,zh-CN
Hexgate Travel,海克斯飞门之旅,zh-CN
Hextech Gunblade,海克斯科技枪刃,zh-CN
High Voltage,高压电,zh-CN
Hold the Line,坚守防线,zh-CN
Horizon Focus,视界专注,zh-CN
Huntress,狂野女猎手,zh-CN
Illaoi,俄洛伊,zh-CN
Immortal,不落魔锋,zh-CN
Indecision,优柔寡断,zh-CN
Indiscriminate Killer,无差别攻击,zh-CN
Infinity Edge,无尽之刃,zh-CN
Innervating Locket,激发之匣,zh-CN
Invested,投资,zh-CN
Invoker,神谕者,zh-CN
Invoker Emblem,神谕者纹章,zh-CN
Ionia,艾欧尼亚,zh-CN
Ionia Emblem,艾欧尼亚纹章,zh-CN
Ionic Spark,离子火花,zh-CN
Iron Assets,黑铁资产,zh-CN
Item Grab Bag,装备百宝袋,zh-CN
Ixtal,以绪塔尔,zh-CN
Ixtal Emblem,以绪塔尔纹章,zh-CN
Jarvan IV,嘉文四世,zh-CN
Jeweled Gauntlet,珠光护手,zh-CN
Jeweled Lotus,珠光莲花,zh-CN
Jhin,烬,zh-CN
Jinx,金克丝,zh-CN
Juggernaut,主宰,zh-CN
Juggernaut Emblem,主宰纹章,zh-CN
Just Hit,点击即送,zh-CN
Kahunahuna,秘传奥义,zh-CN
Kai'Sa,卡莎,zh-CN
Kalista,卡莉丝塔,zh-CN
Kennen,凯南,zh-CN
Kindred,千珏,zh-CN
Kinetic Barrier,动能屏障,zh-CN
Knight's Vow,骑士之誓,zh-CN
Kobuko & Yuumi,可酷伯与悠米,zh-CN
Kog'Maw,克格莫,zh-CN
Kraken's Fury,海妖之怒,zh-CN
L-90 カリバーネット,90口径绳网,zh-CN
Last Second Save,最后一秒营救,zh-CN
Last Whisper,最后的轻语,zh-CN
Late Game Scaling,后期收益,zh-CN
Late Game Specialist,后期专家,zh-CN
LeBlanc,乐芙兰,zh-CN
Leap of Faith,信仰之跃,zh-CN
Legion of Threes,三幻神,zh-CN
Leona,蕾欧娜,zh-CN
Lesser Mirrored Persona,次级镜像人格面具,zh-CN
Level Up!,升级咯！,zh-CN
Lich Bane,巫妖之祸,zh-CN
Lifting Competition,举重比赛,zh-CN
Lightshield Crest,光盾徽章,zh-CN
Lineup,列队,zh-CN
Lissandra,丽桑卓,zh-CN
Little Buddies,小伙伴,zh-CN
Locket of the Iron Solari,钢铁烈阳之匣,zh-CN
Longshot,狙神,zh-CN
Longshot Emblem,狙神纹章,zh-CN
Loris,洛里斯,zh-CN
Lucian & Senna,卢锡安与赛娜,zh-CN
Lucky Doubloon,幸运达布隆金币,zh-CN
Lucky Gloves,幸运手套,zh-CN
Luden's Tempest,卢登的激荡,zh-CN
Lulu,璐璐,zh-CN
Lux,拉克丝,zh-CN
Mace's Will,权杖意志,zh-CN
Magnetron Coil,磁控线圈,zh-CN
Makeshift Armor,应急护甲,zh-CN
Malzahar,玛尔扎哈,zh-CN
Mel,梅尔,zh-CN
Mending Echoes,修复型回响,zh-CN
Mess Hall,饭厅,zh-CN
Micro-Rockets,微型导弹,zh-CN
Milio,米利欧,zh-CN
Min-Max,可大可小,zh-CN
Mining Drill,采矿钻机,zh-CN
Mirrored Persona,镜像人格面具,zh-CN
Miss Fortune,厄运小姐,zh-CN
Missed Connections,别再错过,zh-CN
Mittens,连指手套,zh-CN
Momentum Drive,动量驱动器,zh-CN
Money Monsoon,摇钱树,zh-CN
Morellonomicon,莫雷洛秘典,zh-CN
Nashor's Tooth,纳什之牙,zh-CN
Nasus,内瑟斯,zh-CN
Nautilus,诺提勒斯,zh-CN
Needlessly Large Rod,无用大棒,zh-CN
Neeko,妮蔻,zh-CN
Negatron Cloak,负极斗篷,zh-CN
Nidalee,奈德丽,zh-CN
Noxus,诺克萨斯,zh-CN
Noxus Emblem,诺克萨斯纹章,zh-CN
On a Roll,升星之运,zh-CN
"One Buff, Two Buff",1个霸符，2个霸符,zh-CN
One Twos Three,一二二三,zh-CN
"One, Two, Five!",一，二，五！,zh-CN
Orianna,奥莉安娜,zh-CN
Ornn,奥恩,zh-CN
Overclocked Capacitors,超频电容器,zh-CN
Pandora's Bench,潘朵拉的备战席,zh-CN
Pandora's Items,潘朵拉的装备,zh-CN
Patience is a Virtue,耐心是一种美德,zh-CN
Pile O' Citrus,成堆柑橘,zh-CN
Piltover,皮尔特沃夫,zh-CN
Piltover Emblem,皮尔特沃夫纹章,zh-CN
Piltover Invention,皮尔特沃夫发明,zh-CN
Placebo,安慰剂,zh-CN
Plot Armor,应急护盾,zh-CN
Poison Pals,绝命毒师,zh-CN
Poppy,波比,zh-CN
Portable Forge,便携锻炉,zh-CN
Precision and Grace,精准而优雅,zh-CN
Preparation,伺机待发,zh-CN
Prismatic Destiny,棱彩命运,zh-CN
Prismatic Ticket,棱彩门票,zh-CN
Promised Protection,承诺之护,zh-CN
Protector's Vow,圣盾使的誓约,zh-CN
Prowler's Claw,暗行者之爪,zh-CN
Pyromaniac,嗜火,zh-CN
Qiyana,奇亚娜,zh-CN
Quicksilver,水银,zh-CN
Quickstriker,迅击战士,zh-CN
Quickstriker Emblem,迅击战士纹章,zh-CN
Rabadon's Deathcap,灭世者的死亡之帽,zh-CN
Radiant Rascal,光明无赖,zh-CN
Radiant Relics,光明圣物,zh-CN
Raining Gold,天降金币,zh-CN
Rapid Firecannon,疾射火炮,zh-CN
Realm Warp,曲境折跃,zh-CN
Recombobulator,变形重组器,zh-CN
Recurve Bow,反曲之弓,zh-CN
Red Buff,红霸符,zh-CN
ReinFOURcement,四费增援,zh-CN
Rek'Sai,雷克塞,zh-CN
Renekton,雷克顿,zh-CN
Replication,反响,zh-CN
Restart Mission,重启任务,zh-CN
Retribution,正义报复,zh-CN
Rift Herald,峡谷先锋,zh-CN
Rift Scuttler,峡谷迅捷蟹,zh-CN
Riftscourge,纳什男爵,zh-CN
Rolling For Days,D个痛快！,zh-CN
Rumble,兰博,zh-CN
Rune Mage,符文法师,zh-CN
Ryze,瑞兹,zh-CN
Savings Account,储蓄账户,zh-CN
Second Wind,复苏之风,zh-CN
Seeker's Armguard,探索者的护臂,zh-CN
Sejuani,瑟庄妮,zh-CN
Sentinels of Light,光明哨兵,zh-CN
Seraphim's Staff,炽天使之拥,zh-CN
Seraphine,萨勒芬妮,zh-CN
Sett,瑟提,zh-CN
Shadow Isles,暗影岛,zh-CN
Shadow Puppet,暗影木偶,zh-CN
Shen,慎,zh-CN
Shimmerscale Essence,金鳞精粹,zh-CN
Shopping Spree,大买特买,zh-CN
Shroud of Stillness,静止法衣,zh-CN
Shurima,恕瑞玛,zh-CN
Shyvana,希瓦娜,zh-CN
Silco's Revenge,希尔科的复仇,zh-CN
Silver Destiny,白银命运,zh-CN
Silver Spoon,银汤匙,zh-CN
Silvermere Dawn,密银黎明,zh-CN
Singed,辛吉德,zh-CN
Sion,赛恩,zh-CN
Skarner,斯卡纳,zh-CN
Slayer,裁决战士,zh-CN
Slayer Emblem,裁决战士纹章,zh-CN
Slightly Magic Roll,轻量魔法投掷,zh-CN
Small Grab Bag,小小福袋,zh-CN
Solo Plate,单身板甲,zh-CN
Sona,娑娜,zh-CN
Soul Awakening,灵魂唤醒,zh-CN
Soulbound,系魂圣枪,zh-CN
Sparring Gloves,拳套,zh-CN
Spatula,金铲铲,zh-CN
Spear of Shojin,朔极之矛,zh-CN
Spear's Will,长矛意志,zh-CN
Spectral Cutlass,幽魂弯刀,zh-CN
Spirit Visage,振奋盔甲,zh-CN
Spirit of Redemption,救赎盔甲,zh-CN
Spreading Roots,蔓延之根,zh-CN
Staffsmith,杖之工匠,zh-CN
Stand United,联合作战,zh-CN
Star Forger,铸星龙王,zh-CN
Stars Are Born,天生二星,zh-CN
Starter Kit,入门套件,zh-CN
Statikk Shiv,斯塔缇克电刃,zh-CN
Steadfast Heart,坚定之心,zh-CN
Sterak's Gage,斯特拉克的挑战护手,zh-CN
Striker's Flail,强袭者的链枷,zh-CN
Sunfire Cape,日炎斗篷,zh-CN
Superior Lifeform,高级生命体,zh-CN
Suspicious Trench Coat,迷离风衣,zh-CN
Swain,斯维因,zh-CN
Sweet Treats,甜点,zh-CN
Sword Overflow,大剑溢流,zh-CN
Swordsmith,剑之工匠,zh-CN
Sylas,塞拉斯,zh-CN
Syren's Broadside,“塞壬号”的舷炮,zh-CN
T-Hex,海克斯霸龙,zh-CN
Tactician's Cape,金锅铲冠冕,zh-CN
Tactician's Crown,金铲铲冠冕,zh-CN
Tactician's Shield,金锅锅冠冕,zh-CN
Tahm Kench,塔姆,zh-CN
Talisman Of Ascension,飞升护符,zh-CN
Targon,巨神峰,zh-CN
Taric,塔里克,zh-CN
Teaming Up,集结战队,zh-CN
Tear of the Goddess,女神之泪,zh-CN
Teemo,提莫,zh-CN
The Axiomata,元初公理,zh-CN
The Boss,腕豪,zh-CN
The Golden Dragon,金霖龙,zh-CN
The Indomitable,顽强不屈,zh-CN
The Ruined King,破败之王,zh-CN
The Trait Tree,羁绊树,zh-CN
The World Runes,世界符文,zh-CN
Thief's Gloves,窃贼手套,zh-CN
Thorn-Plated Armor,棘刺镀板铠甲,zh-CN
Thresh,锤石,zh-CN
Timewinders,时间旅者,zh-CN
"Tiny, but Deadly",小而致命,zh-CN
Titan's Resolve,泰坦的坚决,zh-CN
Titanic Hydra,巨型九头蛇,zh-CN
Tome of Traits,纹章之书,zh-CN
Tons of Stats!,成吨的属性！,zh-CN
Trade Sector,DD街区,zh-CN
Training Dummy,训练假人,zh-CN
Treasure Typhoon,宝藏台风,zh-CN
Trials of Twilight,暮光试炼,zh-CN
Trifecta,三项赛,zh-CN
Tristana,崔丝塔娜,zh-CN
Tryndamere,泰达米尔,zh-CN
Tuned Oscillator,调谐振荡器,zh-CN
Twin Guardians,双子守护神,zh-CN
Twisted Fate,崔斯特,zh-CN
Two Much Value,由二生D,zh-CN
Two Trick,两把刷子,zh-CN
U.R.F,厨神阿福,zh-CN
U.R.F.,厨神阿福,zh-CN
Unending Despair,无终恨意,zh-CN
Unsealed From Steel,解封魔武,zh-CN
Unstable Core,不稳定核心,zh-CN
Upgrade!,升级！,zh-CN
Upward Mobility,上进心,zh-CN
Vanquisher,征服者,zh-CN
Vanquisher Emblem,征服者纹章,zh-CN
Vayne,薇恩,zh-CN
Veigar,维迦,zh-CN
Vi,蔚,zh-CN
Viego,佛耶戈,zh-CN
Virtue of the Martyr,殉道美德,zh-CN
Void,虚空,zh-CN
Void Emblem,虚空纹章,zh-CN
Void Gauntlet,虚空护手,zh-CN
Void Staff,虚空之杖,zh-CN
Volibear,沃利贝尔,zh-CN
Voltage Conduit,电压导管,zh-CN
Walk The True Path,行走于真实之道,zh-CN
Wand Overflow,法杖溢流,zh-CN
Warden,神盾使,zh-CN
Warden Emblem,神盾使纹章,zh-CN
Warlord's Honor,猛将的荣耀,zh-CN
Warmog's Armor,狂徒铠甲,zh-CN
Warwick,沃里克,zh-CN
Water Axiom,涌泉公理,zh-CN
We Stick Together,水乳交融,zh-CN
Wild Growth,狂野生长,zh-CN
Win Out,登上最高峰,zh-CN
Wit's End,智慧末刃,zh-CN
Withered Relic,枯萎圣物,zh-CN
Wood Axiom,森罗公理,zh-CN
World Ender,暗裔剑魔,zh-CN
Woven Magic,纺织魔法,zh-CN
Wukong,孙悟空,zh-CN
Xerath,泽拉斯,zh-CN
Xin Zhao,赵信,zh-CN
Yasuo,亚索,zh-CN
Yone,永恩,zh-CN
Yordle,约德尔人,zh-CN
Yordle Emblem,约德尔人纹章,zh-CN
Yorick,约里克,zh-CN
Yunara,芸阿娜,zh-CN
Zaahen,亚恒,zh-CN
Zaun,祖安,zh-CN
Zaun Emblem,祖安纹章,zh-CN
Zeke's Herald,基克的先驱,zh-CN
Zephyr,灵风,zh-CN
Ziggs,吉格斯,zh-CN
Zilean,基兰,zh-CN
Zoe,佐伊,zh-CN
Zz'Rot Portal,兹若特传送门,zh-CN
いつでも一緒,水乳交融,zh-CN
おおきくなぁれ！,狂野生长,zh-CN
お得な2,由二生D,zh-CN
ここがセンター,C位的觉悟,zh-CN
たっぷりリロール,大刷特刷,zh-CN
ちょっとだけ魔法のダイス,轻量魔法投掷,zh-CN
へら,金铲铲,zh-CN
もっと怖いキャップ,更要命的帽子,zh-CN
アイオニア,艾欧尼亚,zh-CN
アイオニアの紋章,艾欧尼亚纹章,zh-CN
アイオニック スパーク,离子火花,zh-CN
アイテム福袋,装备百宝袋,zh-CN
アクシオマタ,元初公理,zh-CN
アクセルゲート,加速之门,zh-CN
アシミレーター,虚空之女,zh-CN
アジール,阿兹尔,zh-CN
アセンション,飞升,zh-CN
アダプティブ ヘルム,适应性头盔,zh-CN
アッシュ,艾希,zh-CN
アップグレード！,升级！,zh-CN
アニビア,艾尼维亚,zh-CN
アニー,安妮,zh-CN
アフェリオス,厄斐琉斯,zh-CN
アルカニスト,法师,zh-CN
アルカニストの紋章,法师纹章,zh-CN
アンベッサ,安蓓萨,zh-CN
アークエンジェル スタッフ,大天使之杖,zh-CN
アーマー ナリファイア,护甲消除器,zh-CN
アーリ,阿狸,zh-CN
イシュタル,以绪塔尔,zh-CN
イシュタルの紋章,以绪塔尔纹章,zh-CN
イモータル,不落魔锋,zh-CN
イラオイ,俄洛伊,zh-CN
インフィニティ エッジ,无尽之刃,zh-CN
インヴォーカー,神谕者,zh-CN
インヴォーカーの紋章,神谕者纹章,zh-CN
イーブンシュラウド,薄暮法袍,zh-CN
ウィッツ エンド,智慧末刃,zh-CN
ウォーロードの名誉,猛将的荣耀,zh-CN
ウーコン,孙悟空,zh-CN
エイトロックス,亚托克斯,zh-CN
エグザイル,浪人,zh-CN
エコー,艾克,zh-CN
エコーエンジン,回声引擎,zh-CN
エターナル,永猎双子,zh-CN
エピックなロールダウン,8级D干的传说,zh-CN
エルダードラゴン,远古巨龙,zh-CN
エレクトリカル オーバーロード,电流过载,zh-CN
エンペラー,沙漠皇帝,zh-CN
オリアナ,奥莉安娜,zh-CN
オレリオン・ソル,奥瑞利安·索尔,zh-CN
オーバークロック コンデンサー,超频电容器,zh-CN
オーン,奥恩,zh-CN
カイ＝サ,卡莎,zh-CN
カナとカネ,黑铁资产,zh-CN
カフナフナ,秘传奥义,zh-CN
カリスタ,卡莉丝塔,zh-CN
ガリオ,加里奥,zh-CN
ガレン,盖伦,zh-CN
ガングプランク,普朗克,zh-CN
ガンスリンガー,枪手,zh-CN
ガンスリンガーの紋章,枪手纹章,zh-CN
ガーゴイル ストーンプレート,石像鬼石板甲,zh-CN
キネティックバリア,动能屏障,zh-CN
キャプテンの帽子,船长的帽子,zh-CN
キャプテンの醸造酒,船长的酿造品,zh-CN
キヤナ,奇亚娜,zh-CN
キンドレッド,千珏,zh-CN
ギリギリの救出,最后一秒营救,zh-CN
クイックシルバー,水银,zh-CN
クラウンの決意,王冠意志,zh-CN
クラウンガード,冕卫,zh-CN
クラーケンの怒り,海妖之怒,zh-CN
クロノキーパー,时光守护者,zh-CN
グインソー レイジブレード,鬼索的狂暴之刃,zh-CN
グウェン,格温,zh-CN
グラスキャノン,玻璃大炮,zh-CN
グラットン,河流之王,zh-CN
グレイブス,格雷福斯,zh-CN
ケアテイカー,星界游神,zh-CN
ケイトリン,凯特琳,zh-CN
ケネン,凯南,zh-CN
ケンカの作法,爆裂护盾,zh-CN
コグ＝マウ,克格莫,zh-CN
コブコ&ユーミ,可酷伯与悠米,zh-CN
コマース コア,贸易中心,zh-CN
コンパニオン作成,挑个好伙计！,zh-CN
ゴールドの運命,黄金命运,zh-CN
ゴールドの雨,天降金币,zh-CN
ゴーレム,魔像,zh-CN
ゴーレム化,魔像化,zh-CN
サイオン,赛恩,zh-CN
サイラス,塞拉斯,zh-CN
サンファイア ケープ,日炎斗篷,zh-CN
ザ・ボス,腕豪,zh-CN
ザーヘン,亚恒,zh-CN
シェン,慎,zh-CN
シマースケールのエッセンス,金鳞精粹,zh-CN
シャドウアイル,暗影岛,zh-CN
シュリーマ,恕瑞玛,zh-CN
ショウジンの矛,朔极之矛,zh-CN
シルコの復讐,希尔科的复仇,zh-CN
シルバーの運命,白银命运,zh-CN
シルバーミアの夜明け,密银黎明,zh-CN
シンジド,辛吉德,zh-CN
シン・ジャオ,赵信,zh-CN
シヴァーナ,希瓦娜,zh-CN
シーカー アームガード,探索者的护臂,zh-CN
ジグス,吉格斯,zh-CN
ジャイアント スレイヤー,巨人杀手,zh-CN
ジャイアント ベルト,巨人腰带,zh-CN
ジャイアント&マイティ,大而有力,zh-CN
ジャガーノート,主宰,zh-CN
ジャガーノートの紋章,主宰纹章,zh-CN
ジャストヒット,点击即送,zh-CN
ジャーヴァンⅣ,嘉文四世,zh-CN
ジュエル ガントレット,珠光护手,zh-CN
ジュエル ロータス,珠光莲花,zh-CN
ジリアン,基兰,zh-CN
ジン,烬,zh-CN
ジンクス,金克丝,zh-CN
ジークの使者,基克的先驱,zh-CN
ジ＝ロット ポータル,兹若特传送门,zh-CN
スウェイン,斯维因,zh-CN
スカーナー,斯卡纳,zh-CN
スタティック シヴ,斯塔缇克电刃,zh-CN
スターターキット,入门套件,zh-CN
スターフォージャー,铸星龙王,zh-CN
スター誕生,天生二星,zh-CN
ステラックの篭手,斯特拉克的挑战护手,zh-CN
ステータスマシマシ,成吨的属性！,zh-CN
ストライカー フレイル,强袭者的链枷,zh-CN
スパーリング グローブ,拳套,zh-CN
スピリット ビサージュ,振奋盔甲,zh-CN
スペクトラル カトラス,幽魂弯刀,zh-CN
スレイヤー,裁决战士,zh-CN
スレイヤーの紋章,裁决战士纹章,zh-CN
スレッシュ,锤石,zh-CN
セイレーン号の片舷砲,“塞壬号”的舷炮,zh-CN
セジュアニ,瑟庄妮,zh-CN
セト,瑟提,zh-CN
セラフィムの杖,炽天使之拥,zh-CN
セラフィーン,萨勒芬妮,zh-CN
ゼファー,灵风,zh-CN
ゼラス,泽拉斯,zh-CN
ソウルの目覚め,灵魂唤醒,zh-CN
ソウルバウンド,系魂圣枪,zh-CN
ソナ,娑娜,zh-CN
ソラリのロケット,钢铁烈阳之匣,zh-CN
ソード オーバーフロー,大剑溢流,zh-CN
ソーンプレートアーマー,棘刺镀板铠甲,zh-CN
ゾウン,祖安,zh-CN
ゾウンの紋章,祖安纹章,zh-CN
ゾーイ,佐伊,zh-CN
タイタン ハイドラ,巨型九头蛇,zh-CN
タイムワインダー,时间旅者,zh-CN
タクティシャンのケープ,金锅铲冠冕,zh-CN
タクティシャンの王冠,金铲铲冠冕,zh-CN
タクティシャンの盾,金锅锅冠冕,zh-CN
タム・ケンチ,塔姆,zh-CN
タリック,塔里克,zh-CN
ターゴン,巨神峰,zh-CN
ダイアナ,黛安娜,zh-CN
ダブルトラブル,好事成双,zh-CN
ダミー,训练假人,zh-CN
ダミー化,假人化,zh-CN
ダリウス,德莱厄斯,zh-CN
ダーキン,暗裔,zh-CN
ダークウィルの侵略,达克威尔入侵,zh-CN
ダークチャイルド,黑暗之女,zh-CN
チェイン ベスト,锁子甲,zh-CN
チェインブレイカー,解脱者,zh-CN
チューンド オシレーター,调谐振荡器,zh-CN
チョ＝ガス,科加斯,zh-CN
ツイステッド・フェイト,崔斯特,zh-CN
ツインガーディアン,双子守护神,zh-CN
ティーモ,提莫,zh-CN
ディスラプター,耀光使,zh-CN
ディスラプターの紋章,耀光使纹章,zh-CN
ディフェンダー,护卫,zh-CN
ディフェンダーの紋章,护卫纹章,zh-CN
デスブレード,死亡之刃,zh-CN
デッド マン ダガー,亡者的短剑,zh-CN
デッドリアー ブレード,更要命的战刃,zh-CN
デマーシア,德玛西亚,zh-CN
デマーシアの紋章,德玛西亚纹章,zh-CN
デマーシアよ永遠に,德玛西亚万岁,zh-CN
デュオキュー,双排,zh-CN
トライフェクタ,三项赛,zh-CN
トリスターナ,崔丝塔娜,zh-CN
トリンダメア,泰达米尔,zh-CN
トレードセクター,DD街区,zh-CN
