source,target,tgt_lng
Arc courbe,Reflexíj,hu
Arc încovoiat,Reflexíj,hu
Arcane Viktor-y,Arcane Vidor Viktor,hu
Arcane ビクタリー,Arcane Vidor Viktor,hu
Arcane-Viktor-y,Arcane Vidor Viktor,hu
Arcaniquement Viktor-ieux,Arcane Vidor Viktor,hu
Archandělova hůl,Arkangyal pálcája,hu
Archangel's Staff,Arkangyal pálcája,hu
Archi da supporto,Tartalékíjak,hu
Archibugio a ripetizione,Gyorstüzelő ágyú,hu
Arco Recurvado,Reflexíj,hu
Arco Recurvo,Reflexíj,hu
Arco curvo,Reflexíj,hu
Arco ricurvo,Reflexíj,hu
Arcos Reserva,Tartalékíjak,hu
Arcos de Repuesto,Tartalékíjak,hu
Arcos de refuerzo,Tartalékíjak,hu
Arcs à gogo,Tartalékíjak,hu
Arcuri de rezervă,Tartalékíjak,hu
Argento vivo,Higany,hu
Argint viu,Higany,hu
Argogranchio,Suhanó sutyerák,hu
Arka Sıra Savunması,Hátsó vonal tervrajza,hu
Arma un Amigo,Jóbarát rendelésre,hu
Armado máximo,Kimaxolt összeállítás,hu
Armadura Improvisada,Rögtönzött páncél,hu
Armadura Pétrea,A vízköpő sziklavértje,hu
Armadura de Warmog,Warmog vértje,hu
Armadura de trama,Narratív védelem,hu
Armadura improvisada,Rögtönzött páncél,hu
Armaguarda da Caçadora,Keresők karvértje,hu
Armatura di Warmog,Warmog vértje,hu
Armatura improvvisata,Rögtönzött páncél,hu
Armschutz des Suchenden,Keresők karvértje,hu
Armura lui Warmog,Warmog vértje,hu
Armure de Warmog,Warmog vértje,hu
Armure improvisée,Rögtönzött páncél,hu
Armure roncière,Bokormellény,hu
Armurier,Kardkovács,hu
Armură improvizată,Rögtönzött páncél,hu
Aronguejo,Suhanó sutyerák,hu
Arta atacului lui Yasuo,Yasuo kardforgatása,hu
Artefacts à la rescousse,Erőben kovácsolva,hu
Artesanía Creativa,Barkácsolt barkácsolás,hu
Artiglio del drago,Sárkánykarom,hu
Artiglio del predatore,A portyázó karma,hu
Aruncare magică,Varázsdobás,hu
Arındırıcı,Megváltó,hu
Asalto de Componentes,Összetevőrablás,hu
Ascender de Posición,Felfelé a ranglétrán I.,hu
Ascension,Felemelkedés,hu
Ascension partielle,Részleges Felemelkedés,hu
Ascension sociale,Felfelé irányuló mobilitás,hu
Ascensione,Felemelkedés,hu
Ascensione parziale,Részleges Felemelkedés,hu
Ascensiune,Felemelkedés,hu
Ascensiune socială,Felfelé irányuló mobilitás,hu
Ascensión,Felemelkedés,hu
Ascensión parcial,Részleges Felemelkedés,hu
Ascenso,Felemelkedés,hu
Ascenso social,Felfelé irányuló mobilitás,hu
Ascensão,Felemelkedés,hu
Ascensão Parcial,Részleges Felemelkedés,hu
Asesinato Doble Veloz,Gyors kettős gyilkosság,hu
Asesinato doble veloz,Gyors kettős gyilkosság,hu
Asesino a Sueldo,Bérgyilkos,hu
Asesino a sueldo,Bérgyilkos,hu
Aspoň k něčemu,Csak jó valamire I.,hu
Assassinato Indiscriminado,Válogatás nélkül,hu
Assinatura de Luxo,Luxus előfizetés,hu
Astral,Csillagnéző,hu
Astro-groove,Űrzúzda,hu
Astromante,Csillagnéző,hu
Astronomo,Csillagnéző,hu
At What Cost,De milyen áron?,hu
Atalho à Vitória,Biztos győzelem,hu
Atirador de Elite,Mesterlövész,hu
Atributo elegido,Válassz adottságot,hu
Attente récompensée,Megéri a várakozást,hu
Attribut wählen,Válassz adottságot,hu
Atualização Épica,Hatalmas sorsolás,hu
Atılgan,Kihívó,hu
Atılgan Amblemi,Kihívó embléma,hu
Atılgan Modu,Kihívó mód,hu
Au bout du rouleau,Utolsó esély,hu
Aube de Haut-Lac-d'Argent,Ezüsttóvári hajnal,hu
Auf lange Sicht,Hosszú távú befektetés,hu
Aufschwung,Megújult erő,hu
Aufstellung,Alakzatba,hu
Aufstieg,Felemelkedés,hu
Auftragsmörder,Bérgyilkos,hu
Aufwärtsmobilität,Felfelé irányuló mobilitás,hu
Augmented Power,Fokozott erő,hu
Augmentierte Macht,Fokozott erő,hu
Augmentovaná síla,Fokozott erő,hu
Aulas de Boxe,Bokszlecke,hu
Aumento di livello in solitaria,Szólójátékos,hu
Aumento di livello!,Szintlépés!,hu
Aura Ahri,Ahri aurája,hu
Aura Farming,Aurafarmolás,hu
Aura d'Ahri,Ahri aurája,hu
Aura de Ahri,Ahri aurája,hu
Aura di Ahri,Ahri aurája,hu
Aura lui Ahri,Ahri aurája,hu
Aura-farmen,Aurafarmolás,hu
Aurelion Sol,Aurelion Sol,hu
Aurelion Sol's Boon,Aurelion Sol áldása,hu
Aurelion Sol'ün Lütfu,Aurelion Sol áldása,hu
Aurelion Sols Segen,Aurelion Sol áldása,hu
Aurelion Solův dar,Aurelion Sol áldása,hu
Auronúcleo,Hajnalmag,hu
Aurora,Aurora,hu
Avanguardia,Élharcos,hu
Avaricia,Pénzéhes,hu
Aventura Exaltada,Magasztos kaland,hu
Avidité,Pénzéhes,hu
Avènement des deux,Dupla érték,hu
Awans,Felfelé irányuló mobilitás,hu
Awansujesz!,Szintlépés!,hu
Azami Dizilim,Kimaxolt összeállítás,hu
Azzardo di Urf,Urf játszmája,hu
Aço Áureo,Díszes acél,hu
Aşırı Büyük Sopa,Feleslegesen nagy pálca,hu
B.F. Sword,K. N. kard,hu
B.F. 대검,K. N. kard,hu
B.F.ソード,K. N. kard,hu
"BEZ ZWIADU, BEZ ZMIAN",SZILÁRD ELTÖKÉLTSÉG,hu
BF Glaive,K. N. kard,hu
BRAK AKTYWNOŚCI,Inaktivitás,hu
Bac de recyclage,Újrahasznosító láda,hu
Backline Blueprint,Hátsó vonal tervrajza,hu
Backup Bows,Tartalékíjak,hu
Bagarreur,Bajkeverő,hu
Baguette trop grosse,Feleslegesen nagy pálca,hu
Baguettes à gogo,Folyamatos idézés,hu
Bahne dir den Weg,Vágj utat,hu
Bajo el mismo foco de Yasuo,Yasuo Figyelemmegosztása,hu
Baluardo,Bástya,hu
Baluarte,Bástya,hu
Bam!,Paff!,hu
Banc de Pandore,Pandora kispadja,hu
Banca Pandorei,Pandora kispadja,hu
Banca de Pandora,Pandora kispadja,hu
Band of Thieves,Tolvajok bandája,hu
Band of Thieves II,Tolvajok bandája II,hu
Banda Złodziejaszków,Tolvajok bandája,hu
Banda Złodziejaszków II,Tolvajok bandája II,hu
Banda de Ladrones,Tolvajok bandája,hu
Banda de Ladrones II,Tolvajok bandája II,hu
Banda di ladri,Tolvajok bandája,hu
Banda di ladri II,Tolvajok bandája II,hu
Bande de voleurs,Tolvajok bandája,hu
Bande de voleurs II,Tolvajok bandája II,hu
Bandito,Zsivány,hu
Bando de Ladrões,Tolvajok bandája,hu
Bando de Ladrões II,Tolvajok bandája II,hu
Bandă de tâlhari,Tolvajok bandája,hu
Bandă de tâlhari II,Tolvajok bandája II,hu
Bani de buzunar,Ebédpénz,hu
Banquillo de Pandora,Pandora kispadja,hu
Bard,Bard,hu
Bardo,Bard,hu
Baricadă,Bástya,hu
Baron's Lair,Baron verme,hu
Baron'un İni,Baron verme,hu
Baronovo doupě,Baron verme,hu
Bastion,Erőd,hu
Bastion Emblem,Erőd embléma,hu
Bastion-Emblem,Erőd embléma,hu
Bastione,Erőd,hu
Bastião,Erőd,hu
Bastión,Erőd,hu
Bastone colossale,Feleslegesen nagy pálca,hu
Bastone del Vuoto,Az Üresség botja,hu
Bastão Desnecessariamente Grande,Feleslegesen nagy pálca,hu
Bastón del Vacío,Az Üresség botja,hu
Bastón del arcángel,Arkangyal pálcája,hu
Bastón del serafín,Szeráf pálcája,hu
Baue einen Begleiter,Jóbarát rendelésre,hu
Baue einen Begleiter,Építhető kísérő,hu
Baza avangardei,A frontvonal alapjai,hu
Başmelek Asası,Arkangyal pálcája,hu
Bašta,Erőd,hu
Beklemeye Değer,Megéri a várakozást,hu
Beklenen Beklenmezlik,Várható váratlanság,hu
Bel'Veth,Bel'Veth,hu
Belt Overflow,Övszállítmány,hu
Ben Tek Siz Hepiniz,Szólójátékos,hu
Bendecido por los Dioses,Istenáldotta,hu
Bendición de Ahri,Ahri áldása,hu
Bendición de Aurelion Sol,Aurelion Sol áldása,hu
Bendición de Ekko,Ekko áldása,hu
Bendición de Evelynn,Evelynn áldása,hu
Bendición de Kayle,Kayle áldása,hu
Bendición de Resurrección,A feltámadás áldása,hu
Bendición de Soraka,Soraka áldása,hu
Bendición de Thresh,Thresh áldása,hu
Bendición de Varus,Varus áldása,hu
Bendición de Yasuo,Yasuo áldása,hu
Bendición de la chatarra,A gyűjtögető adománya,hu
Bendición del Chatarrero,A gyűjtögető adománya,hu
Bendito por los dioses,Istenáldotta,hu
Benedetto dagli dei,Istenáldotta,hu
Benlik Aynası,Perszónatükör,hu
Berechneter Verlust,Betervezett veszteség,hu
Berger,Pásztor,hu
Besace d'Urf,Urf zsákbamacskája,hu
Besace héroïque,Hősies zsákbamacska,hu
Best Friends,Legjobb barátok,hu
Beste Freunde,Legjobb barátok,hu
Bestia fiestera,Partiállat,hu
Bezwzględny Zabójca,Válogatás nélkül,hu
Big Bang,A Nagy Bumm,hu
Big Grab Bag,Nagy zsákbamacska,hu
Biglietto prismatico,Spektrum jegy,hu
Bilet prismatic,Spektrum jegy,hu
Bileşen Eşya Soygunu,Összetevőrablás,hu
Bilhete Prismático,Spektrum jegy,hu
Bilişsel Patlama,Kognitív túlterhelés,hu
Bilişsel Vergi,Kognitív teher,hu
Billete prismático,Spektrum jegy,hu
Bindende Verpflichtung,Elköteleződés,hu
Binecuvântat de zei,Istenáldotta,hu
Biomassebewahrer,Biomassza-megőrző,hu
Biomatter Preserver,Biomassza-megőrző,hu
Bir Yol Çiz,Vágj utat,hu
Bir İki Üç,"Egy, kettő, három",hu
"Bir, İki, Beş!","Egy, kettő, öt!",hu
Birikim Hesabı,Pénzes persely,hu
Birlikten Kuvvet Doğar,Egységben az erő,hu
Birliğin Gücü,Összetartunk,hu
Birthday Present,Születésnapi ajándék,hu
Birthday Reunion,Születésnapi találkozó,hu
Biyomalzeme Koruyucusu,Biomassza-megőrző,hu
Blason de Zeke,Zeke hírnöke,hu
Blason des Lightshield,Fényőrző címer,hu
Blason lugubre de Zeke,Zeke komor hírnöke,hu
Blasón de Escudo de luz,Fényőrző címer,hu
Blauer Buff,Kék erősítés,hu
Blaupause für die hintere Reihe,Hátsó vonal tervrajza,hu
Blazonul Lightshield,Fényőrző címer,hu
Blazonul solarilor de fier,Az iron solarik medálja,hu
Blighting Jewel,Mételyékkő,hu
Blikavé čepele,Villanópengék,hu
Blitzcrank,Blitzcrank,hu
Bliźniaczy Strażnicy,Ikerőrzők,hu
Blood Offering,Véráldozat,hu
Blood Price,Véráldozat,hu
Bloodthirster,Vérszomjas,hu
Blue Buff,Kék erősítés,hu
Blutdürster,Vérszomjas,hu
Blutopfer,Véráldozat,hu
Blutzoll,Véráldozat,hu
Bluźnierczy Bożek,Tiltott bálvány,hu
Bodyguard Training,Testőrképzés,hu
Bogini Broni,Pisztolyistennő,hu
Boks Dersi,Bokszlecke,hu
Boleto Prismático,Spektrum jegy,hu
Bollwerk,Bástya,hu
Bolsa de Objetos,Alkatrészes zsák,hu
Bolsa de Sorpresas Heroica,Hősies zsákbamacska,hu
Bolsa de Sorpresas Pequeña,Kis zsákbamacska,hu
Bolsa de Sorpresas de Urf,Urf zsákbamacskája,hu
Bolsa de Sorpresas grande,Nagy zsákbamacska,hu
Bolsa sorpresa de Urf,Urf zsákbamacskája,hu
Bolsa sorpresa de objetos,Alkatrészes zsák,hu
Bolsa sorpresa grande,Nagy zsákbamacska,hu
Bolsa sorpresa heroica,Hősies zsákbamacska,hu
Bolsa sorpresa pequeña,Kis zsákbamacska,hu
Bombardıman Topu,Gyorstüzelő ágyú,hu
Boneco de Treinamento,Gyakorlófigura,hu
Bonecos de Impacto,Törésteszt bábuk,hu
Bonk!,Paff!,hu
Bonk !,Paff!,hu
Boon of Resurrection,A feltámadás áldása,hu
Boon of the Scrapper,A gyűjtögető adománya,hu
Boong!,Paff!,hu
Booster,Kártyacsomag,hu
Booster Pack,Kártyacsomag,hu
Booster-Packung,Kártyacsomag,hu
Boostery,Kártyacsomag,hu
Borsa degli oggetti,Alkatrészes zsák,hu
Borsa di Urf,Urf zsákbamacskája,hu
Borsa eroica,Hősies zsákbamacska,hu
Borsa grande,Nagy zsákbamacska,hu
Borsa piccola,Kis zsákbamacska,hu
Boscy Pojedynkowicze,Isteni párbajhős,hu
Boshafte Monetarisierung,Könyörtelen költség,hu
Boska Kuźnia,Az istenek kohója,hu
Bote de Segunda Mano,Újrahasznosító láda,hu
Bouclier du Tacticien,Taktikus pajzsa,hu
Boxeador Profesional,Hivatásos bokszoló,hu
Boxing Lessons,Bokszlecke,hu
Boxunterricht,Bokszlecke,hu
Boyut Önemli,A méret a lényeg,hu
Božská pistolnice,Pisztolyistennő,hu
Božský duelista,Isteni párbajhős,hu
Bramble Vest,Bokormellény,hu
Branching Out,A járatlan út,hu
Bratpfanne,Serpenyő,hu
Brawler,Bajkeverő,hu
Brawler Emblem,Bajkeverő embléma,hu
Brazalete de la buscadora,Keresők karvértje,hu
Briar,Briar,hu
Brigand,Martalóc,hu
Brise-temps,Időtörő,hu
Bronce de por Vida,Bronz mindörökké II.,hu
Bronce de por vida,Bronz mindörökké II.,hu
Bronz nad zlato,Bronz mindörökké II.,hu
Bronz pentru totdeauna,Bronz mindörökké II.,hu
Bronzdan Şaşma,Bronz mindörökké II.,hu
Bronze For Life,Bronz mindörökké II.,hu
Bronze pour la vie,Bronz mindörökké II.,hu
Bronze é Vida,Bronz mindörökké II.,hu
Bronzo per la vita,Bronz mindörökké II.,hu
Brylantowa Rękawica,Drágaköves kesztyű,hu
Brylantowy Lotos,Drágaköves lótusz II.,hu
Brățara căutătorului,Keresők karvértje,hu
Bu Taç Ağır,Nehéz a korona,hu
Bubuilă,Halszálka,hu
Bucătăria tacticianului,Taktikusok konyhája,hu
Bueno para Algo,Csak jó valamire I.,hu
Buff bleu,Kék erősítés,hu
Buff blu,Kék erősítés,hu
Buff rosso,Vörös erősítés,hu
Buff rouge,Vörös erősítés,hu
Buff-ul albastru,Kék erősítés,hu
Buff-ul roșu,Vörös erősítés,hu
Buffs à gogo,"Egy erősítés, két erősítés",hu
Buget înțelept,Okos költekezés,hu
Build a Bud,Jóbarát rendelésre,hu
Build maxim,Kimaxolt összeállítás,hu
Bulwark,Bástya,hu
Burattino d'ombra,Árnybáb,hu
Burguesía,Ezüstkanál,hu
Buried Treasure,Eltemetett kincsek,hu
Buried Treasures,Eltemetett kincsek,hu
Bustina,Kártyacsomag,hu
Butin aléatoire,"Egy, kettő, öt!",hu
Butin funéraire,Csak jó valamire I.,hu
Butin varié,Mindent egyre,hu
Buzduganul înaintașului,Lecsapó buzogány,hu
Bušení,Becsapódás,hu
Bài Học Sơ Khai,Korai tanulságok,hu
Bàn Tay Công Lý,Az igazság ökle,hu
Báculo del Arcángel,Arkangyal pálcája,hu
Báculo del Serafín,Szeráf pálcája,hu
Báculo del Vacío,Az Üresség botja,hu
Bán Thăng Hoa,Részleges Felemelkedés,hu
Báo Oán,Megtorlás,hu
Bârlogul Baronului,Baron verme,hu
Bâton angélique,Szeráf pálcája,hu
Bâton de l'archange,Arkangyal pálcája,hu
Bâton du vide,Az Üresség botja,hu
Bão Tố Luden,Luden vihara,hu
Bão Vàng,Pénzmonszun,hu
Béni des dieux,Istenáldotta,hu
Bénédiction d'Ahri,Ahri áldása,hu
Bénédiction d'Aurelion Sol,Aurelion Sol áldása,hu
Bénédiction d'Ekko,Ekko áldása,hu
Bénédiction d'Evelynn,Evelynn áldása,hu
Bénédiction de Kayle,Kayle áldása,hu
Bénédiction de Soraka,Soraka áldása,hu
Bénédiction de Thresh,Thresh áldása,hu
Bénédiction de Varus,Varus áldása,hu
Bénédiction de Yasuo,Yasuo áldása,hu
Bénédiction de résurrection,A feltámadás áldása,hu
Bénédiction du Ferrailleur,A gyűjtögető adománya,hu
Bête de scène,Partiállat,hu
Bóng Phân Thân,Árnybáb,hu
Bùa Thăng Hoa,A felemelkedés talizmánja,hu
Bùa Xanh,Kék erősítés,hu
Bùa Đỏ,Vörös erősítés,hu
Büyük Dönüş,Visszatérés-történet,hu
Büyük Patlama,A Nagy Bumm,hu
Büyük Çekiliş,Nagy zsákbamacska,hu
Büyülü Zarlar,Varázsdobás,hu
Băng Trộm,Tolvajok bandája,hu
Băng Trộm II,Tolvajok bandája II,hu
Bătăuș,Bajkeverő,hu
Běž do toho,Mindent egyre,hu
Błogosławieni,Istenáldotta,hu
Błogosławieństwo Rozrabiaki,A gyűjtögető adománya,hu
Błogosławiona Przygoda,Magasztos kaland,hu
Bước Đột Phá,Kritikus siker,hu
Bạn Thân,Legjobb barátok,hu
Bảo Hộ Vô Tận,Végtelen védelem,hu
Bảo Tồn Sinh Chất,Biomassza-megőrző,hu
Bất Khuất,A rettenthetetlen,hu
Bắn Tỉa,Mesterlövész,hu
Bộ Ba Hoàn Hảo,Hármas kombó I.,hu
Bừa Bộn,Zsúfolt elme,hu
Caccia al tesoro,Kincsvadászat,hu
Cacciatore galattico,Galaxisvadász,hu
Cadeau d'anniversaire,Születésnapi ajándék,hu
Cadou aniversar,Születésnapi ajándék,hu
Caitlyn,Caitlyn,hu
Cajado de Serafim,Szeráf pálcája,hu
Cajado do Arcanjo,Arkangyal pálcája,hu
Cajado do Vazio,Az Üresség botja,hu
Calculated Loss,Betervezett veszteség,hu
Calea războiului,Hadiösvény,hu
Calibrador de Sterak,Sterak kihívása,hu
Calice de puissance,A hatalom kelyhe,hu
Calice del potere,A hatalom kelyhe,hu
Call to Chaos,A káosz hívása,hu
Cambiazo épico,Hatalmas sorsolás,hu
Cambio epico,Hatalmas sorsolás,hu
Cambio eterno,Újrasorsolás napestig,hu
Caminho da Guerra,Hadiösvény,hu
Can Dostları,Legjobb barátok,hu
Can Trường,Erőd,hu
Canaglia radiosa,Sugárzó csirkefogó,hu
Canalisateur,Fókusz,hu
Canalizador,Fókusz,hu
Cangrejo Escurridizo,Suhanó sutyerák,hu
Canhão Fumegante,Gyorstüzelő ágyú,hu
Canhão de Vidro,Törékeny tüzér I.,hu
Cannone di cristallo,Törékeny tüzér I.,hu
Canon de verre,Törékeny tüzér I.,hu
Canon ultrarapide,Gyorstüzelő ágyú,hu
Capa Mercurial,Higany,hu
Capa Negatron,Negatron palást,hu
Capa de Estratega,Taktikus köpenye,hu
Capa de Fogo Solar,Naptűz köpeny,hu
Capa de Fuego Solar,Naptűz köpeny,hu
Capa de Negatrones,Negatron palást,hu
Capa de estratega,Taktikus köpenye,hu
Capa de fuego solar,Naptűz köpeny,hu
Capa do Estrategista,Taktikus köpenye,hu
Capa negatrón,Negatron palást,hu
Cape du Tacticien,Taktikus köpenye,hu
Cape solaire,Naptűz köpeny,hu
Cappa Juice,Az erő itala,hu
Cappa-Trank,Az erő itala,hu
Cappelli più letali,Halálosabb süvegek,hu
Caprichitos,Édes falatok,hu
Capuz da Morte de Rabadon,Rabadon halálsüvege,hu
Capuzes Mais Mortais,Halálosabb süvegek,hu
Carapateur,Suhanó sutyerák,hu
Carapescado,Halszálka,hu
Care Package,Ajándékcsomag,hu
Caretaker's Ally,A gondviselő barátja,hu
Carga Elétrica,Elektromos töltés,hu
Carve a Path,Vágj utat,hu
Casa Dourada do Yasuo,Yasuo aranymezője,hu
Casque adaptatif,Adaptív sisak,hu
Castigo,Megtorlás,hu
Catastrofista,Végzethozó,hu
Cazador galáctico,Galaxisvadász,hu
Cazagalaxias,Galaxisvadász,hu
Cazatesoros,Kincsvadászat,hu
Caça ao Tesouro,Kincsvadászat,hu
Caçador de Galáxia,Galaxisvadász,hu
Cañón de Cristal,Törékeny tüzér I.,hu
Cañón de Fuego Rápido,Gyorstüzelő ágyú,hu
Cañón de fuego rápido,Gyorstüzelő ágyú,hu
Całun Bezruchu,A mozdulatlanság leple,hu
Cecchino,Mesterlövész,hu
Cehennem Ateşi Baltası,Pokoli csatabárd,hu
Cei mai buni prieteni,Legjobb barátok,hu
Ceinture du géant,Az óriás öve,hu
Cena Krwi,Véráldozat,hu
Cena pro vítěze,Hivatásos bokszoló,hu
Cengâver Onuru,Hadúri dicsőség,hu
Cenny Wojownik,Hivatásos bokszoló,hu
Cenná posila,Négységben az erő,hu
Centelha Iônica,Ionos szikra,hu
Centre d'excellence,Találd meg önmagad,hu
Cetro Vampírico Corrompido,Megrontott vámpírjogar,hu
Cetro Vampírico Corrupto,Megrontott vámpírjogar,hu
Cetro vampírico corrupto,Megrontott vámpírjogar,hu
Chain Vest,Sodronyozott mellény,hu
Chaleco de cadenas,Sodronyozott mellény,hu
Chaleco de zarzas,Bokormellény,hu
Chalice of Power,A hatalom kelyhe,hu
Challenger,Kihívó,hu
